lang,word_original,word_translation,blank_prompt_translation_masked
ml,song,"სიმღერა, მელოდია, ჰიმნი, საგალობელი, შესანი","""___"" არის მუსიკის ნაწილი სიტყვებით, რომელიც იმღერება. პასუხი: ""სიმღერა""."
ml,water,"წყალი, სელი, ნალი, წყარო, დინება","""""___"""" სიცოცხლისთვის აუცილებელია და სმა და სასუფთავი საშუალებად გამოიყენება. პასუხი: ""წყალი""."
ml,pond,"ტბა, წყალსაცავი, ჭა, აუზი, ლენტი","""___"" პატარა სადგური წყალია. პასუხი: ""პონდი""."
ml,sand,"ქვიშა, ნაყარი, ფხვიერი, მტვერი, სილიკა","პლაჟზე ციხესიმაგრეების ასაშენებლად """"___"""" გამოიყენება. პასუხი: ""ქვიშა""."
ml,river,"მდინარე, ნაკადული, სადინარი, წყალი, ნაკადი","""""___"""" არის დიდი, მიმდინარე წყლის სხეული, რომელიც ჩვეულებრივ ზღვაში ან ოკეანეში ჩაედინება. პასუხი: ""მდინარე""."
ml,law,"კანონი, სამართალი, ნორმა, წესი, განკარგულება","""""___""""  არის წესების სისტემა, რომელიც არეგულირებს დანაშაულს, ბიზნესს და სოციალურ ურთიერთობებს. პასუხი: ""კანონი""."
ml,wave,"ტალღა, ნალა, დინება, მდინარე, ნაცემი","""""___"""" არის დარღვევა, რომელიც ენერგიას გადასცემს მატერიაში ან სივრცეში. პასუხი: ""ტალღა""."
ml,ocean,"ოკეანე, ზღვა, წყალი, საზღვარი, დედამიწა","""""___"""" დიდი საზღვარი მარილიანი წყალი, რომელიც დედამიწის ზედაპირის უმეტეს ნაწილს ფარავს. პასუხი: ""ოკეანე""."
ml,cave,"გამოქვაბული, მღვიმე, ნახევარგამოქვაბული, სამალავი, შპელეოლოგია","""""___"""" ბუნებრივი მიწისქვეშა სივრცეა, საკმარისად დიდი იმისთვის, რომ ადამიანი შესძლოს შესვლა. პასუხი: ""გამოქვაბული""."
ml,sea,"ზღვა, ოკეანე, წყალი, მარი, საზღვარი","""""___"""" არის მარილიანი წყლის დიდი მასა, რომელიც ოკეანეზე პატარაა. პასუხი: ""ზღვა""."
ml,lake,"ტბა, წყალსატევი, სარკე, თევზისაცემი, წყალი","""""___"""" დიდი წყლის მასაა, რომელსაც გარს ერტყმის ხმელეთი. პასუხი: ""ტბა""."
ml,source,"წყარო, სათავე, გამომავალი, მომავალი, საბადო","""""___"""" გამოიყენება ინფორმაციის ან მონაცემების მისაცემად. პასუხი: ""წყარო""."
ml,fire,"ცეცხლი, სანთელი, ალი, სინათლე, შენა","""""___"""" გამოიყენება საჭმელად მოსამზადებლად და სითბოს მოსატანად. პასუხი: ""ცეცხლი""."
ml,point,"წერტი, მუხტი, ნიშანი, ადგილი, პუნქტი","""""___"""" სივრცეში კონკრეტული ადგილია. პასუხი: ""წერტილი""."
ml,version,"ვერსია, ვარიანტი, სახეობა, ტიპი, მოდიფიკაცია","""""___"""" გამოიყენება რაიმეს განვითარების სხვადასხვა ფორმების ან საფეხურების აღსანიშნავად. პასუხი: ""ვერსია""."
ml,ball,"ბურთი, სფერო, შარი, გლობუსი, სახითა","""""___"""" გამოიყენება სპორტის თამაშებში, როგორიცაა ფეხბურთი და კალათბურთი. პასუხი: ""ბურთი""."
ml,painting,"სურათი, ფერწერა, ნახატი, გამოსახულება, კარტინა","""""___"""" კედელზე შესაკრავი ხელოვნების ნიმუშია. პასუხი: ""სურათი""."
ml,station,"სადგური, გაჩერება, პუნქტი, შესარდაფი, მოედანი","""""___"""" არის ადგილი, სადაც მატარებლები ან ავტობუსები რეგულარულად წერიან, რათა მგზავრებს შეძლოს ამოსვლა ან ჩასვლა. პასუხი: ""სადგური""."
ml,rice,"ბრინჯი, საჭმელი, პური, ხორბალი, სიმინდი","""""___"""" მარცვალია, რომელიც ხშირად გამოიყენება საჭმელად და ბევრ ქვეყანაში ძირითადი საკვები საგნია. პასუხი: ""ბრინჯი""."
ml,red,"წითელი, სისხლისფერი, მეწამული, მუქი, ბროწეული","""""___"""" ფერია, რომელიც ხშირად სიყვარულთან და პასიასთან ასოცირდება. პასუხი: ""წითელი""."
ml,line,"ხაზი, ზოლი, სტრიქონი, მხარე, ფრონტი","""""___"""" ვიწრო განშტოებული ნიშანია, როგორც მაგალითად ფანქარით, ძალამით ან ფუნჯით შექმნილი. პასუხი: ""ხაზი""."
ml,net,"ქსელი, ბადე, სარკე, სქემა, ინტერნეტი","ვოლეიბოლისა და ჩოგბურთის მსგავს სპორტში """"___"""" გამოიყენება თამაშის არეალის გასაყოფად. პასუხი: ""ქსელი""."
ml,flower,"ყვავილი, მცენარე, ფურცელი, გვირილი, სურნელი","""___"" ხშირად საჩუქრად იძლევა და ბაღებში იპოვება. პასუხი: ""ყვავილი""."
ml,tea,"ჩაი, სასმელი, ნაყენი, სასმელისა, შავიჩაი","""""___"""" სასმელია, რომელსაც ხშირად რელაქსაციისა თუ სითბოსთვის მიირთმევენ. პასუხი: ""ჩაი""."
ml,foot,"ფეხი, კენწერო, წესი, ბალახი, საფეხური","""""___"""" გამოიყენება სიარულისა და რბენისთვის. პასუხი: ""ფეხი""."
ml,gold,"ოქრო, ვერცხლი, ძვირფასი, მეტალი, საგანი","""""___"""" ძვირფასი ლითონია, რომელიც ხშირად გამოიყენება საიუველირო ნაკეთობებში. პასუხი: ""ოქრო""."
ml,door,"კარი, შესასვლელი, კარები, შესასვლელი, ღიობი","""""___"""" გამოიყენება ოთახში შესასვლელად ან გასასვლელად. პასუხი: ""კარი""."
ml,snow,"თოვა, თოვლი, ყინული, ყარუ, ყარყა","""""___"""" არის ატმოსფერული ნალექის ფორმა, რომელიც ზამთარში ცაზე მოდის. პასუხი: ""თოვლი""."
ml,horse,"ცხენი, ჯიში, ცხენები, გარეშე, მხეცი","""___"" არის დიდი შინაური ცხოველი, რომელსაც იყენებენ ჯირითსა და რბენისთვის. პასუხი: ""ცხენი""."
ml,one,"ერთი, პირველი, ერთობლივი, საერთო, მხოლოდ","""""___"""" არის რიცხვი, რომელიც ნულის შემდეგ და სამის წინ მოდის. პასუხი: ""ერთი""."
ml,two,"ორი, წყვილი, ჯერი, მეორე, დვილი","რიცხვი ""___"" არის ერთი პლუს ერთის ჯამი. პასუხი: ""ორი""."
ml,three,"სამი, ტრიო, სამეული, სამობი, თრია","ორის შემდეგ მოსული რიცხვია ""___"". პასუხი: ""სამი""."
ml,four,"ოთხი, კვადრატი, ტეტრა, კვარტალი, კვადრა","რიცხვი ""___"" არის მთელი რიცხვი, რომელიც სამის შემდეგ მოდის. პასუხი: ""ოთხი""."
ml,five,"ხუთი, ხუთეული, პენტა, კვინტა, ხუთიანი","ოთხის შემდეგ მოსული რიცხვია ""___"". პასუხი: ""ხუთი""."
ml,six,"ექვსი, ხუთზეთი, სამჯერზეორი, ნახევარტოლი, შესახედი","ოთხის შემდეგ მოსული რიცხვია ""___"". პასუხი: ""ექვსი""."
ml,seven,"შვიდი, შვიდივე, შვიდეული, შვიდიანი, შვიდკაციანი","რიცხვი ""___"" ექვსის შემდეგ მოდის. პასუხი: ""შვიდი""."
ml,eight,"რვა, რვიანი, ოთხმოცი, რვაოდენი, რვაეული","რიცხვი ""___"" შემდეგ მოდის შვიდის. პასუხი: ""რვა""."
ml,nine,"ცხრა, ცხრაი, ცხრამეტი, ცხრაოდე, ცხრავი","რიცხვი, რომელიც რვამეტის შემდეგ მოდის, არის ""___"". პასუხი: ""ცხრა""."
ml,ten,"ათი, ცხრა, ცენზი, დეკადა, ტენი","ცხრამეტის შემდეგ მოსული რიცხვია ""___"". პასუხი: ""ათი""."
ml,head,"თავი, სათავე, მეთაური, ხელმძღვანელი, მეთაური","""""___"""" სხეულის ნაწილია, რომელშიც მოთავსებულია ტვინი, თვალები, ყურები, ცხვირი და პირი. პასუხი: ""თავი""."
ml,shop,"მაღაზია, სავაჭრო, საცალო, ფირმა, ბაზარი","""""___"""" ადგილია, სადაც შეგიძლიათ საქონელი ან მომსახურება შეიძინოთ. პასუხი: ""მაღაზია""."
ml,strip,"ზოლი, ლენტი, სარტყელი, ფერდი, ზოლები","""""___"""" არის გრძელი და ვიწრო ნაჭერი რაღაც მასალისგან. პასუხი: ""ზოლი""."
ml,street,"ქუჩა, გამზირი, შოსე, პროსპექტი, გზა","""""___"""" ქალაქში, ქალაქში ან სოფელში საზოგადოებრივი გზაა. პასუხი: ""ქუჩა""."
ml,part,"ნაწილი, მონაკვეთი, სეგმენტი, კომპონენტი, ელემენტი","""""___"""" გამოიყენება მთლიანობის შესაქმნელად. პასუხი: ""ნაწილი""."
ml,eye,"თვალი, სანახი, შუალი, ყური, ჩხარი","""""___"""" გამოიყენება ჩვენს გარშემო ყველაფრის ხედვისთვის. პასუხი: ""თვალი""."
ml,field,"მინდორი, ველი, სავარგული, სათიბი, საძოვარი","""""___""""  ფართო ტერიტორიაა ღია მიწაზე, სადაც მარცვლეული იზრდება. პასუხი: ""მინდორი""."
ml,site,"საიტი, ადგილი, ტერიტორია, მდებარეობა, ლოკაცია","""""___"""" არის ადგილი, სადაც რაღაც არის, იყო ან იგეგმება აშენება. პასუხი: ""საიტი""."
ml,dance,"ცეკვა, საცეკვაო, მოძრაობა, რიტმი, მასურკა","""""___"""" ხელოვნების ფორმაა, რომელიც რიტმულ სხეულის მოძრაობას და მუსიკას გულისხმობს. პასუხი: ""ცეკვა""."
ml,word,"სიტყვა, გამოთქმა, ლექსი, ფრაზა, ტერმინი","ერთი ""___"" არის მნიშვნელოვანი ელემენტი საუბარში ან წერაში. პასუხი: ""სიტყვა""."
ml,pair,"წყვილი, იმედი, ჟინი, წყვილიანი, ჟინიანი","""""___"""" არის ორი საგნის ნაკრები, რომელიც ერთად გამოიყენება ან ერთ ერთეულად ითვლება. პასუხი: ""წყვილი""."
ml,seat,"ადგილი, სავარძელი, კურული, თანამდებობა, კათედრა","""""___"""" გამოიყენება სხედად და დასვენებისთვის. პასუხი: ""სავარძელი""."
ml,light,"სინათლე, ნათელი, ჩანარი, განთიადი, სხივი","""""___"""" გამოიყენება ბნელ სივრცეების გასანათებლად. პასუხი: ""სინათლე""."
ml,thousand,"ათასი, მრავალი, ბევრი, საუკუნე, მრავლადი","ერთი ”___” არის რიცხვითი მნიშვნელობა, რომელიც მოდის ცხრაას ოთხმონას ცხრამეტის შემდეგ. პასუხი: ”ათასი”."
ml,north,"ჩრდილოეთი, ჩრდილო, ზემო, ზევით, ვერხი","""""___"""" კარდინალური მიმართულებაა, რომელიც ხშირად ცივსა და პოლარულ რეგიონებთან ასოცირდება. პასუხი: ""ჩრდილოეთი""."
ml,machine,"მანქანა, აპარატი, მექანიზმი, მანქანიზმი, აგრეგატი","""""___"""" გამოიყენება კონკრეტული ამოცანის შესასრულებლად ან რაიმე რამის წარმოსაქმნელად. პასუხი: ""მანქანა""."
ml,time,"დრო, ჟამი, ხანი, პერიოდი, მომენტი","საათი გამოიყენება ""___"" ზომის საშუალებად. პასუხი: ""დრო""."
ml,benefit,"სარგებელი, გამოსავალი, შემოსავალი, მოგება, პროფიტი","""""___"""" არის რამე, რაც ამაღლებს ან აუმჯობესებს კარგ ყოფას. პასუხი: ""სარგებელი""."
ml,position,"პოზიცია, მდგომარეობა, ადგილი, სტატუსი, მაკნიშვნელი","""""___"""" არის ადგილი, სადაც ვინმე ან რაიმე მდებარეობს ან მოთავსებულია. პასუხი: ""პოზიცია""."
ml,province,"პროვინცია, რეგიონი, მხარე, ტერიტორია, ოლქი","""""___"""" ზოგიერთი ქვეყნის ან იმპერიის მთავარი ადმინისტრაციული დაყოფაა. პასუხი: ""პროვინცია""."
ml,exchange,"გაცვლა, შეცვლა, ბირჟა, მონაცვლეობა, ბარტერი","""""___"""" არის ადგილი, სადაც იყიდება და იყიდება აქციები, ობლიგაციები ან სხვა ფასიანი ქაღალდები. პასუხი: ""ბირჟა""."
ml,middle,"შუა, საშუალო, ცენტრი, საშუალება, შუალედი","""___""-ი არის წერტილი, რომელიც თანაბრად არის დაშორებული რაღაცის გვერდების ან გარე საზღვრებისგან. პასუხი: ""შუა""."
ml,friend,"მეგობარი, ნაცნობი, თანამებრძოლი, ახლობელი, თანაშემწე","""""___"""" არის ადამიანი, რომელთან აქვს ახლო პირადი ურთიერთობა. პასუხი: ""მეგობარი""."
ml,color,"ფერი, საღე, შეფერილობა, ტონი, მელანი","""""___"""" გამოიყენება ობიექტების იდენტიფიცირებისა ან მათი გარეგნობის აღწერის მიზნით. პასუხი: ""ფერი""."
ml,kind,"ნათელი, სათნო, კეთილი, მეგობრული, სიკეთე","""""___"""" რამეს კატეგორია ან ტიპია. პასუხი: ""სახეობა""."
ml,judge,"მოსამართლე, მსაჯული, შემფასებელი, კრიტიკოსი, არბიტრი","""""___"""" არის ადამიანი, რომელიც ხელმძღვანელობს სასამართლო პროცესს ცალკე ან მსაჯთა პანელთან ერთად. პასუხი: ""მსაჯი""."
ml,school,"სკოლა, სასწავლებელი, გიმნაზია, უნივერსიტეტი, აკადემია","""""___"""" არის ადგილი, სადაც სტუდენტები სწავლის გასავლელად მიდიან. პასუხი: ""სკოლა""."
ml,structure,"სტრუქტურა, აგებულება, კონსტრუქცია, ფორმა, შენობა","""""___"""" არის კონსტრუქცია კონკრეტული მიზნით ან ფუნქციით. პასუხი: ""სტრუქტურა""."
ml,tie,"კავშირი, ბადე, შნური, კრავატი, შარფი","ერთი """"___"""" კისერზე ფორმალური ჩაცმულობის ნაწილია. პასუხი: ""კრავატი""."
ml,example,"მაგალითი, ნიმუში, მოდელი, პროტოტიპი, ილუსტრაცია","""""___"""" გამოიყენება რაიმე მნიშვნელობის ან კონცეფციის გამოსახატად. პასუხი: ""მაგალითი""."
ml,face,"სახე, ფრთი, პირი, მოედანი, გარემო","""""___"""" ადამიანის თავის წინა ნაწილია, რომელშიც შედის შავი თმა, თვალები, ცხვირი და პირი. პასუხი: ""სახე""."
ml,bridge,"ხიდი, გადასასვლელი, გასასვლელი, თაღი, გადასასვლელი","""""___"""" გამოიყენება ორი ტერიტორიის დასაკავშირებლად, რომლებიც მდინარეებით ან გზებით გამოყოფილია. პასუხი: ""ხიდი""."
ml,item,"ნივთი, საგანი, პუნქტი, ელემენტი, მასალა","""""___"""" არის რამე რაც არ არის მითითებული ან იდენტიფიცირებული. პასუხი: ""ნივთი""."
ml,delete,"წაშლა, გამოშვება, გაუქმება, გამოთიშვა, გასუფთავება","""""___"""" გამოიყენება ტექსტის ან მონაცემების წაშლისთვის. პასუხი: ""წაშლა""."
ml,group,"ჯგუფი, გუნდი, ბრიგადა, კოლექტივი, კომპანია","""""___"""" არის ადამიანების ან საგნების რაოდენობა, რომლებიც ერთად არიან განთავსებული, შეგროვებული ან ერთად არიან კლასიფიცირებული. პასუხი: ""ჯგუფი""."
ml,talent,"ნიჭი, შესაძლებლობა, უნარი, განსაკუთოებულობა, გენი","""""___"""" ბუნებრივი შესაძლებლობა ან უნარია. პასუხი: ""ტალანტი""."
ml,beauty,"სილამაზე, მშვენიერება, გართული, საოცარი, მხატვრული","""___"" არის თვისება, რომელიც სიამოვნების ან კმაყოფილების აღქმის გამოცდილებას იძლევა. პასუხი: ""სილამაზე""."
ml,platform,"პლატფორმა, ბაქანი, სცენა, ტრიბუნა, ასპარეზი","""""___"""" გამოიყენება რაიმეს ასამაგრებლად ან ასამაღლებლად. პასუხი: ""პლატფორმა""."
ml,house,"სახლი, ბინა, ფლატი, ოთახი, ნაგებობა","""""___"""" ადგილია, სადაც ხალხი ცხოვრობს. პასუხი: ""სახლი""."
ml,sun,"მზე, სავსე, სინათლე, სხივი, დღე","""""___"""" მზეა მზის სისტემის ცენტრში, რომელიც სინათლესა და სიცხეს ანაწილებს დედამიწაზე. პასუხი: ""მზე""."
ml,meeting,"შეხვედრა, კონფერენცია, სხდომა, საბჭო, კონგრესი","""""___"""" არის ხალხის შეკრება რაიმე კონკრეტული მიზნისთვის, ხშირად დისკუსიის ან გადაწყვეტილების მიღებისთვის. პასუხი: ""შეხვედრა""."
ml,history,"ისტორია, წარსული, გარდავალი, თაღლითი, ხანა","წარსულში მომხდარ მოვლენების შესწავლა, განსაკუთრებით კი ადამიანთა საქმიანობაში ცნობილია, როგორც ""___"". პასუხი: ""ისტორია""."
ml,valley,"ხეობა, ველი, დაბლობი, ბარი, გავაკება","""""___""""  დაბლობი არეა ბორცვებს ან მთებს შორის, რომელშიც ჩვეულებრივ მიედინება მდინარე. პასუხი: ""ხეობა""."
ml,square,"კვადრატი, მოედანი, მაიდანი, სათავე, კვარტალი","""""___"""" არის ფიგურა ოთხი ტოლი მხარით და ოთხი მართი კუთხით. პასუხი: ""კვადრატი""."
ml,generation,"თაობა, გენერაცია, შთამომავლობა, მოდგმა, პოლარი","""""___"""" არის ტერმინი, რომელიც აღწერს ერთ დროს დაბადებულ და მცხოვრებ ადამიანებს. პასუხი: ""თაობა""."
ml,south,"სამხრეთი, სამხრე, სამხე, დასავლეთი, ნამდვილი","""""___"""" არის ძირითადი მიმართულება, რომელიც ჩრდილოეთის საწინააღმდეგოა. პასუხი: ""სამხრეთი""."
ml,virtue,"სათნოება, ღირსება, მარჯვე, სიკეთე, სამართლიანობა","""___"" არის თვისება, რომელიც პიროვნებაში მორალურად კარგად ან სასურველად ითვლება. პასუხი: ""ვირტუ""."
ml,tribe,"ტომი, გვარი, კლანი, თემი, ხალხი","სოციალური, ეკონომიკური, რელიგიური ან სისხლის კავშირით დაკავშირებულ ოჯახთა ჯგუფს ეწოდება """"___"""". პასუხი: ""ტომი""."
ml,city,"ქალაქი, ურბანი, მეტროპოლია, დასახლება, მუნიციპალიტეტი","""___"" არის დიდი ადამიანთა დასახლება, სადაც ხალხი ცხოვრობს და მუშაობს. პასუხი: ""ქალაქი""."
ml,language,"ენა, მეტყველება, ლექსი, საუბარი, სიტყვა","""""___"""" არის აზრებისა და იდეების გამოსახატად გამოყენებადი. პასუხი: ""ენა""."
ml,speed,"სიჩქარე, სისწრაფე, ჩქარი, სიფხიზლე, სწრაფობა","""""___"""" გამოიყენება იმის გასაზომად, თუ რამდენად სწრაფად მოძრაობს რამე. პასუხი: ""სიჩქარე""."
ml,ground,"მიწა, ნიადაგი, საფუძველი, ბაზისი, ფონი","""""___"""" არის იქ, სადაც ვდივართ და სახლებს ვაშენებთ. პასუხი: ""მიწა""."
ml,advance,"განვითარება, წინსვლა, სვლა, მიღწევა, პროგრესი","""___"" არის ტერმინი, რომელიც გამოიყენება წინსვლის აღწერისთვის ან პროგრესის შექმნისთვის. პასუხი: ""წინსვლა""."
ml,attempt,"მცდელობა, ცდა, მეცადინეობა, გამოცდა, შეცდომა","რაღაცის მიღწევის მცდელობისას """"___"""" ხდება. პასუხი: ""მცდელობა""."
ml,defeat,"დამარცხება, მარცხი, წაგება, დამარცხება, სრისი","""""___"""" განიცდის ვინც კონკურსში ან ბრძოლაში იმარჯვებს. პასუხი: ""მარცხი""."
ml,tail,"კუდი, ბოლო, ნიშა, ბლაგი, საჰაერო","""""___"""" ცხოველის სხეულის ნაწილია, რომელიც გვერდების საფუძვლიდან გამოდის. პასუხი: ""კუდი""."
ml,mother,"დედა, მამა, მშობელი, დიდედა, ნანა","""""___"""" არის ქალი, რომელსაც შვილი გაუჩნდა. პასუხი: ""დედა""."
ml,east,"აღმოსავლეთი, აღმოსავლეთის, მზისცემა, აღმოსავლური, მზეგაზეთი","""""___"""" არის ძირითადი მიმართულება, რომელიც საწინააღმდეგოა დასავლეთისა. პასუხი: ""აღმოსავლეთი""."
ml,return,"დაბრუნება, აბრუნება, უკანასვლა, სტუმარობა, გამოქვაბულა","""""___"""" გამოიყენება შესყიდული საგნის დასაბრუნებლად. პასუხი: ""უკარით დაბრუნება""."
ml,speech,"სიტყვა, გამოსვლა, ლექსი, მეტყველება, შესავალი","""""___"""" ფორმალური მიმართვა ან დისკურსია, რომელიც აუდიტორიას მიეძღვნება. პასუხი: ""სიტყვა""."
ml,child,"ბავშვი, ჩვილი, შვილი, ნაშვილი, ნაბიჯი","""""___"""" არის ადამიანი, რომელიც სიყმაწვილის ასაკს არ მიღწევს. პასუხი: ""ბავშვი""."
ml,tower,"კოშკი, ციხე, ბასტიონი, მინარეთი, სარქველი","""""___"""" არის მაღალი ნაგებობა, რომელიც გამოიყენება დაკვირვებისთვის, კომუნიკაციისთვის ან შენახვისთვის. პასუხი: ""კოშკი""."
ml,hair,"თმა, წვერი, ძვა, ბალახი, ჯაგრი","ადამიანებისა და ცხოველების თავებზე ""___"" იპოვება. პასუხი: ""თმა""."
ml,household,"ოჯახი, სახლი, მეურნეობა, გარემო, შინაური","""""___"""" არის ტერმინი, რომელიც გამოიყენება საცხოვრებელი ერთეულის აღსაწერად, სადაც ხალხი ცხოვრობს. პასუხი: ""სახლის მეურნეობა""."
ml,person,"ადამიანი, პირი, სული, ინდივიდი, ინდივიდუმი","""""___"""" ადამიანია, რომელიც ცალკე ითვლება. პასუხი: ""ადამიანი""."
ml,section,"სექცია, განყოფილება, ნაწილი, სექტორი, დეპარტამენტი","""""___"""" რაღაცის გამოკვეთილი ნაწილი ან ქვედანაყოფია. პასუხი: ""სექცია""."
ml,official,"ოფიციალური, სახელმწიფო, სამთავრო, საჯარო, სახელმწიფოებრივი","""""___"""" არის ადამიანი, რომელსაც ორგანიზაციაში ან მთავრობაში ავტორიტეტის პოზიცია უკავია. პასუხი: ""ოფიციალური""."
ml,hundred,"ასი, მეტი, ბევრი, მრავალი, საუკუნე","""___"" არის რიცხვითი მნიშვნელობა, რომელიც 10 ათეულს უდრის. პასუხი: ""ასი""."
ml,office,"ოფისი, ბიურო, კაბინეტი, სამსახური, ბიუროები","""""___"""" ადგილია, სადაც ხალხი ჩვეულებრივ სამსახუროდ მიდის. პასუხი: ""ოფისი""."
ml,rock,"კლდე, ქვა, საწყისი, სქელი, მყარი","""___"" მყარი მინერალური მასალაა, რომელიც დედამიწის ზედაპირის ნაწილს შეადგენს. პასუხი: ""ქვა""."
ml,rise,"ამაღლება, ზრდა, აღმავლობა, მატება, ამაღლება","""""___"""" გამოიყენება ზრდის ან ამაღლების აღწერისთვის. პასუხი: ""ამაღლება""."
ml,left,"მარცხენა, მარცხე, გასასვლელი, გასასვლელი, დატოვებული","""""___"""" მარჯვენას საწინააღმდეგო მიმართულებაა. პასუხი: ""მარცხენა""."
ml,sound,"ხმა, ბგერა, საითი, ჟღერა, შესაძერა","""___"" არის რაც ჩვენ განგვითქვამს. პასუხი: ""ხმა""."
ml,power,"ძალა, ძალაუფლება, ენერგია, შესაძლებლობა, გავლენა","""""___"""" გამოიყენება ადამიანების ან საგნების კონტროლის ან გავლენისთვის. პასუხი: ""ძალაუფლება""."
ml,summer,"ზაფხული, სეზონი, პერიოდი, დღეები, ჟამი","""___""-ი სეზონია, რომელიც თბილი ამინდით გამოირჩევა. პასუხი: ""ზაფხული""."
