lang,word_original,word_translation,blank_prompt_translation_masked
ml,point,"बिंदु, स्थान, स्थल, बिन्दु, नुक्ता","एक ""___"" अंतरिक्ष में एक विशिष्ट स्थान है। उत्तर: ""बिंदु""।"
ml,version,"संस्करण, आवृत्ति, प्रत, स्वरूप, रूपांतरण","एक ""___"" का उपयोग किसी चीज के विकास में अलग-अलग रूपों या चरणों को दर्शाने के लिए किया जाता है। उत्तर: ""संस्करण""।"
ml,ball,"गेंद, बॉल, गोला, टोपी, नली","एक ""___"" का उपयोग फुटबॉल और बास्केटबॉल जैसे खेल खेलने के लिए किया जाता है। उत्तर: ""गेंद""।"
ml,painting,"चित्रकारी, चित्र, पेंटिंग, आर्ट, निर्माण","एक ""___"" दीवार पर लटकाया जा सकने वाली कला का एक टुकड़ा है। उत्तर: ""पेंटिंग""।"
ml,station,"स्टेशन, ठहराव, स्थान, डिपो, टर्मिनल","एक ""___"" एक ऐसा स्थान है जहां ट्रेन या बस नियमित रूप से रुकती हैं ताकि यात्री चढ़ या उतर सकें। उत्तर: ""स्टेशन""।"
ml,rice,"चावल, धान, अन्न, भात, धान्य","एक ""___"" एक अनाज है जिसका उपयोग खाना पकाने में आम तौर पर किया जाता है और कई देशों में यह एक मुख्य भोजन है। उत्तर: ""चावल""।"
ml,red,"लाल, रक्त, रंगीन, गुलाबी, सुर्ख","एक ""___"" एक रंग है जिसे अक्सर प्यार और जुनून से जोड़ा जाता है। उत्तर: ""लाल""।"
ml,line,"रेखा, लकीर, सीमा, रेखा, लक्ष्मा","एक ""___"" एक संकीर्ण निरंतर निशान है, जैसा कि एक पेन, पेंसिल या ब्रश द्वारा बनाया जाता है। उत्तर: ""लाइन""।"
ml,net,"जाल, वेब, नेटवर्क, मेष, जाली","एक ""___"" को वॉलीबॉल और टेनिस जैसे खेलों में खेलने के क्षेत्र को विभाजित करने के लिए उपयोग किया जाता है। उत्तर: ""जाल""।"
ml,flower,"फूल, पुष्प, कुसुम, सुमन, प्रसून","एक ""___"" अक्सर उपहार के रूप में दिया जाता है और बागों में पाया जा सकता है। उत्तर: ""फूल""।"
ml,tea,"चाय, चायपत्ती, हर्बल, कॉफी, मसाला","एक ""___"" एक पेय है जिसे अक्सर आराम या गर्मी के लिए पिया जाता है। उत्तर: ""चाय""।"
ml,foot,"पैर, पाद, चरण, तलवा, पग","एक ""___"" चलने और दौड़ने के लिए उपयोग किया जाता है। उत्तर: ""पैर""।"
ml,gold,"सोना, स्वर्ण, काना, धातु, आभूषण","एक ""___"" एक कीमती धातु है जिसका अक्सर गहनों में उपयोग किया जाता है। उत्तर: ""सोना""।"
ml,door,"दरवाजा, द्वार, फाटक, गेट, प्रवेशद्वार","एक ""___"" को एक कमरे में प्रवेश करने या निकलने के लिए उपयोग किया जाता है। उत्तर: ""दरवाजा""।"
ml,snow,"हिम, बर्फ, शीत, श्वेत, वर्षा","एक ""___"" सर्दियों के दौरान आकाश से गिरने वाला वर्षा का एक रूप है। उत्तर: ""बर्फ""।"
ml,horse,"घोड़ा, अश्व, तुरंग, वाजि","एक ""___"" चार पैरों वाला एक बड़ा पालतू जानवर है, जो आम तौर पर सवारी और दौड़ के लिए उपयोग किया जाता है। उत्तर: ""घोड़ा।"""
ml,one,"एक, पहला, इक, प्रथम, अकेला","एक ""___"" एक संख्या है जो शून्य के बाद और दो से पहले आती है। उत्तर: ""एक""।"
ml,two,दो,"संख्या ""___"" एक का एक प्लस है। उत्तर: ""दो""।"
ml,three,तीन,"दो के बाद आने वाली संख्या ""___"" है। उत्तर: ""तीन""।"
ml,four,"चार, चौथा, चौथा, कुछ, चौका","संख्या ""___"" तीन के बाद आने वाला पूर्णांक है। उत्तर: ""चार""।"
ml,five,"पांच, पंच, पंक्ति, पंचक, पञ्च","चार के बाद आने वाली संख्या ""___"" है। उत्तर: ""पाँच""।"
ml,six,"छह, षष्ठ, छठा, सातवें, षड्","पाँच के बाद आने वाली संख्या ""___"" है। उत्तर: ""छह""।"
ml,seven,"सात, सप्त, सपन, सत, सेवन","संख्या ""___"" छह के बाद आती है। उत्तर: ""सात""।"
ml,eight,"आठ, अठवां, अष्ट, अठ्ठा, अट्ठारह","संख्या ""___"" सात के बाद आती है। उत्तर: ""आठ""।"
ml,nine,"नौ, नव, निन्न, नवम, नौग","आठ के बाद आने वाली संख्या ""___"" है। उत्तर: ""नौ""।"
ml,ten,"दस, दहन, दश, दशक, दशांश","नौ के बाद आने वाली संख्या ""___"" है। उत्तर: ""दस""।"
ml,head,"सिर, मस्तिष्क, शीर्ष, माथा, कपाल","एक ""___"" शरीर का एक हिस्सा है जिसमें मस्तिष्क, आंखें, कान, नाक और मुंह होते हैं। उत्तर: ""सिर""।"
ml,shop,"दुकान, खाना, बाजार, प्रतिष्ठान, आउटलेट","एक ""___"" एक ऐसी जगह है जहां आप सामान या सेवाएं खरीद सकते हैं। उत्तर: ""दुकान""।"
ml,strip,"पट्टी, धारा, फीता, टुकड़ा, पासा","एक ""___"" एक लंबा, संकरा एक निश्चित सामग्री का टुकड़ा है। उत्तर: ""स्ट्रिप""।"
ml,street,"सड़क, गली, रास्ता, मार्ग, सड़कमार्ग","एक ""___"" एक शहर, कस्बे या गाँव में एक सार्वजनिक सड़क है। उत्तर: ""स्ट्रीट""।"
ml,part,"हिस्सा, भाग, अंश, खंड, टुकड़ा","एक ""___"" का उपयोग एक पूरे को बनाने के लिए किया जाता है। उत्तर: ""भाग""।"
ml,eye,"आँख, नयन, नेत्र, अक्षि, दृष्टि","एक ""___"" हमारे चारों ओर सब कुछ देखने के लिए उपयोग किया जाता है। उत्तर: ""आँख""।"
ml,field,"क्षेत्र, मैदान, खेत, भूमि, क्षेत्रफल","एक ""___"" एक विस्तृत क्षेत्र है जहां फसलें उगाई जाती हैं। उत्तर: ""फील्ड""।"
ml,site,"स्थल, जगह, स्थान, वेबसाइट, मैदान","एक ""___"" एक स्थान है जहां कुछ बनाया जा रहा है, बनाया गया था, या बनाया जाएगा। उत्तर: ""साइट""।"
ml,dance,"नृत्य, नाच, थिरक, लचक, झूम","एक ""___"" एक कला का रूप है जिसमें शरीर की गति शामिल होती है, आमतौर पर लयबद्ध और संगीत के साथ। उत्तर: ""नृत्य""।"
ml,word,"शब्द, पद, वाक्य, अभिव्यक्ति, शब्दांश","एक ""___"" भाषण या लेखन का एक एकल विशिष्ट अर्थपूर्ण तत्व है, जो दूसरों के साथ (या कभी-कभी अकेले) एक वाक्य बनाने के लिए उपयोग किया जाता है और आमतौर पर लिखने या मुद्रित करने पर दोनों ओर एक स्थान के साथ दिखाया जाता है। उत्तर: ""शब्द""।"
ml,pair,"जोड़ा, युग्म, जोरा, साथी, समूह","एक ""___"" दो चीजों का एक सेट है जो एक साथ उपयोग किया जाता है या एक इकाई के रूप में माना जाता है। उत्तर: ""जोड़ा।"""
ml,seat,"आसन, सीट, स्थान, पद, कुर्सी","एक ""___"" बैठने और आराम करने के लिए उपयोग किया जाता है। उत्तर: ""सीट""।"
ml,light,"प्रकाश, रोशनी, ज्योति, आलोक, उजाला","एक ""___"" को अंधेरे स्थानों को रोशन करने के लिए उपयोग किया जाता है। उत्तर: ""लाइट""।"
ml,thousand,"हजार, सहस्र, आयुत, हजारा, सहस्त्र","एक ""___"" नौ सौ निन्यानबे के बाद आने वाला एक संख्यात्मक मान है। उत्तर: ""हजार""।"
ml,north,"उत्तर, दिशा, ऊर्ध्व, शीर्ष, उत्तरदिशा","""द """"___"""" एक कार्डिनल दिशा है जो अक्सर ठंड और ध्रुवीय क्षेत्रों से जुड़ी होती है। उत्तर: """"उत्तर""""।"
ml,machine,"यंत्र, मशीन, उपकरण, मशीनरी, औजार","एक ""___"" का उपयोग एक विशिष्ट कार्य करने या कुछ उत्पन्न करने के लिए किया जाता है। उत्तर: ""मशीन""।"
ml,time,"समय, काल, वक्त, घड़ी, अवधि","एक ""घड़ी"" का उपयोग ""समय"" को मापने के लिए किया जाता है। उत्तर: ""समय""।"
ml,benefit,"लाभ, फायदा, प्राप्ति, व्यय","एक ""___"" कुछ ऐसा है जो स्वास्थ्य को बढ़ावा देता है या बेहतर बनाता है। उत्तर: ""लाभ""।"
ml,position,"स्थिति, स्थान, पद, अवस्था","एक ""___"" एक ऐसा स्थान है जहां कोई व्यक्ति या कुछ स्थित है या रखा गया है। उत्तर: ""स्थिति""।"
ml,province,"प्रांत, राज्य, क्षेत्र, प्रदेश, अंचल","एक ""___"" कुछ देशों या साम्राज्यों का एक मुख्य प्रशासनिक प्रभाग है। उत्तर: ""प्रांत""।"
ml,exchange,"अदला, बदला, विनिमय, परिवर्तन, लेनदेन","एक ""___"" एक ऐसी जगह है जहां शेयर, बांड या अन्य प्रतिभूतियां खरीदी और बेची जाती हैं। उत्तर: ""एक्सचेंज""।"
ml,middle,"मध्य, बीच, बिल्कुल, अध मध्य, मध्यम","""___"" वह बिंदु है जो किसी चीज के पक्षों या बाहरी सीमाओं से समान दूरी पर है। उत्तर: ""मध्य""।"
ml,friend,"मित्र, दोस्त, साथी, सहयोगी, संगी","एक ""___"" कोई ऐसा व्यक्ति है जिसके साथ आप एक करीबी व्यक्तिगत संबंध साझा करते हैं। उत्तर: ""मित्र""।"
ml,color,"रंग, वर्ण, ध्वनि, छटा, तेवर","एक ""___"" का उपयोग वस्तुओं की पहचान करने या उनकी उपस्थिति का वर्णन करने के लिए किया जाता है। उत्तर: ""रंग""।"
ml,kind,"दयालु, सहायक, मित्रवत, स्नेही, प्रेमालु","एक ""___"" कुछ की एक श्रेणी या प्रकार है। उत्तर: ""प्रकार""।"
ml,judge,"न्यायाधीश, जज, निर्णायक, विचारक, मूल्यांकक","एक ""___"" एक व्यक्ति है जो अदालती कार्यवाही की अध्यक्षता करता है, या तो अकेले या न्यायाधीशों के एक पैनल के हिस्से के रूप में। उत्तर: ""जज""।"
ml,school,"विद्यालय, स्कूल, शिक्षालय, पाठशाला, कॉलेज","एक ""___"" एक ऐसी जगह है जहां छात्र सीखने जाते हैं। उत्तर: ""स्कूल""।"
ml,structure,"ढांचा, संरचना, बनावट, रचना, संगठन","एक ""___"" एक निर्माण है जिसका एक विशिष्ट उद्देश्य या कार्य है। उत्तर: ""संरचना""।"
ml,tie,"गांठ, बंधन, रिश्ता, बंध, जोड़","एक ""___"" को औपचारिक पोशाक के हिस्से के रूप में गर्दन के चारों ओर पहना जाता है। उत्तर: ""टाई""।"
ml,example,"उदाहरण, मिसाल, नमूना, प्रतिक, दृष्टांत","एक ""___"" का उपयोग एक बिंदु या अवधारणा को दर्शाने के लिए किया जाता है। उत्तर: ""उदाहरण""।"
ml,face,"मुख, चेहरा, मोहरा, रूप, आकार","एक ""___"" एक व्यक्ति के सिर का अगला हिस्सा है, जिसमें माथा, आँखें, नाक और मुंह शामिल हैं। उत्तर: ""चेहरा""।"
ml,bridge,"पुल, सेतु, बांध, सड़क","एक ""___"" का उपयोग नदियों या सड़कों जैसी बाधाओं से अलग दो क्षेत्रों को जोड़ने के लिए किया जाता है। उत्तर: ""पुल""।"
ml,item,"वस्तु, पदार्थ, सामग्री, वस्त्र, वस्तु","एक ""___"" एक ऐसी चीज है जो अनिर्दिष्ट या अज्ञात है। उत्तर: ""आइटम""।"
ml,delete," मिटाना, हटाना, हटाना","एक ""___"" का उपयोग पाठ या डेटा को हटाने के लिए किया जाता है। उत्तर: ""डिलीट""।"
ml,group,"समूह, दल, टोली, जत्था, मण्डल","एक ""___"" लोगों या चीजों की संख्या है जो एक साथ स्थित, एकत्रित या वर्गीकृत होते हैं। उत्तर: ""समूह""।"
ml,talent,"प्रतिभा, कौशल, योग्यता, क्षमता, कला","एक ""___"" एक प्राकृतिक प्रवृत्ति या कौशल है। उत्तर: ""प्रतिभा""।"
ml,beauty,"सुंदरता, आकर्षण, रूप, सौंदर्य, आकर्षा","""___"" एक विशेषता है जो सुख या संतुष्टि का एक अनुभूति अनुभव प्रदान करती है। उत्तर: ""सुंदरता""।"
ml,platform,"मंच, प्लेटफार्म, स्टेज, टिकौना, आधार","एक ""___"" किसी चीज को सहारा देने या उठाने के लिए उपयोग किया जाता है। उत्तर: ""प्लेटफ़ॉर्म""।"
ml,house,"घर, मकान, भवन, सदन, बंगला","एक ""___"" एक ऐसी जगह है जहां लोग रहते हैं। उत्तर: ""घर""।"
ml,sun,"सूरज, सूर्य, दिनकर, भास्कर, रवि","सौर मंडल के केंद्र में स्थित ""___"" एक तारा है जो पृथ्वी को प्रकाश और गर्मी प्रदान करता है। उत्तर: ""सूरज""।"
ml,meeting,"बैठक, मुलाकात, सम्मेलन, संगोष्ठी, समावेश","एक ""___"" लोगों का एक विशिष्ट उद्देश्य के लिए एकत्र होना है, अक्सर चर्चा या निर्णय लेने के लिए। उत्तर: ""बैठक""।"
ml,history,"इतिहास, ऐतिहास, अतीत, चरित्र, पुरावृत्त","मानव मामलों में विशेष रूप से पिछली घटनाओं का अध्ययन ""___"" के रूप में जाना जाता है। उत्तर: ""इतिहास""।"
ml,valley,"घाटी, तराई, निचाई, खाड़ी, उपत्यका","एक ""___"" पहाड़ियों या पहाड़ों के बीच का एक निचला क्षेत्र है, जिसमें आमतौर पर एक नदी होती है। उत्तर: ""वैली""।"
ml,square,"वर्ग, चौक, आयत, चतुर्भुज, मैदान","एक ""___"" चार बराबर भुजाओं और चार समकोणों वाला आकार है। उत्तर: ""वर्ग""।"
ml,generation,"पीढ़ी,अभियांत्रिकी, उत्पत्ति, जन्म","एक ""___"" एक शब्द है जिसका उपयोग लगभग एक ही समय में पैदा हुए और रहने वाले सभी लोगों का वर्णन करने के लिए किया जाता है। उत्तर: ""पीढ़ी।"""
ml,south,"दक्षिण, दक्खिन","""द """"___"""" उत्तर की विपरीत एक मुख्य दिशा है। उत्तर: """"दक्षिण""""।"
ml,virtue,"गुण, सद्गुण, नैतिकता, धर्म, पुण्य","एक ""___"" एक गुण है जिसे एक व्यक्ति में नैतिक रूप से अच्छा या वांछनीय माना जाता है। उत्तर: ""वirtue""।"
ml,tribe,"जनजाति, कबीला, समुदाय, जाति, समाज","एक ""___"" पारंपरिक समाज में एक सामाजिक विभाजन है जिसमें सामाजिक, आर्थिक, धार्मिक या रक्त संबंधों से जुड़े परिवार या समुदाय शामिल होते हैं। उत्तर: ""जनजाति""।"
ml,city,"शहर, नगर, कस्बा, महानगर, बस्ती","एक ""___"" एक बड़ा मानव बस्ती है जहां लोग रहते हैं और काम करते हैं। उत्तर: ""शहर""।"
ml,language,"भाषा, बोली, जुबान, वाणी, तरीका","एक ""___"" को विचारों और विचारों को संवाद करने के लिए उपयोग किया जाता है। उत्तर: ""भाषा""।"
ml,speed,"गति, वेग, चाल, रफ्तार, गति","एक ""___"" का उपयोग यह मापने के लिए किया जाता है कि कुछ कितनी तेजी से चल रहा है। उत्तर: ""गति""।"
ml,ground,"जमीन, भूमि, धरती, ज़मीन, मैदान","एक ""___"" वह स्थान है जहां हम चलते हैं और घर बनाते हैं। उत्तर: ""जमीन""।"
ml,advance,"आगे, प्रगति, उन्नति, प्रगतिशील, उन्नत","""""___"""" आगे बढ़ने या प्रगति करने के लिए उपयोग किया जाने वाला शब्द है। उत्तर: ""अग्रिम""।"
ml,attempt,"प्रयास, कोशिश, प्रयत्न, यत्न, प्रयास","एक ""___"" तब बनाया जाता है जब कुछ हासिल करने की कोशिश की जाती है। उत्तर: ""प्रयास""।"
ml,defeat,"हार, पराजय, असफलता, अपजय","एक ""___"" का अनुभव तब होता है जब कोई प्रतियोगिता या युद्ध हारता है। उत्तर: ""हार""।"
ml,tail,"पूंछ, दुम, लंब, पुच्छ, प्रदेश","एक ""___"" जानवर के शरीर का एक हिस्सा है जो रीढ़ की हड्डी के आधार से निकलता है। उत्तर: ""पूंछ""।"
ml,mother,"माँ, माता, जननी, अम्बा, मातृ","एक ""___"" एक महिला है जिसने एक बच्चे को जन्म दिया है। उत्तर: ""माँ""।"
ml,east,"पूर्व, पूर्वदिशा, प्रवोध, प्राची, पौरब","""""___"""" पूर्व की दिशा है जो पश्चिम के विपरीत है। उत्तर: """"पूर्व""""।"
ml,return,"वापसी, प्रतिदान, लौटाना, पुनरागमन, वापिसी","एक ""___"" का उपयोग एक खरीदी गई वस्तु को वापस करने के लिए किया जाता है। उत्तर: ""रिटर्न""।"
ml,speech,"भाषण, वक्तव्य, वाणी, अभिवादन, उद्बोधन","एक ""___"" एक औपचारिक पता या श्रोता को दिए गए व्याख्यान है। उत्तर: ""भाषण""।"
ml,child,"बच्चा, बालक, शिशु, बाल, सन्तान","एक ""___"" एक युवा मानव है जो यौवन की आयु से नीचे है। उत्तर: ""बच्चा""।"
ml,tower,"बुर्ज, मीनार, टावर, स्तंभ, मिनार","एक ""___"" एक ऊंची संरचना है जिसका उपयोग विभिन्न उद्देश्यों जैसे कि अवलोकन, संचार या भंडारण के लिए किया जा सकता है। उत्तर: ""tower""।"
ml,hair,"बाल, केश, जूआं, लोम, वाल","एक ""___"" मानवों और जानवरों के सिर पर पाया जाता है। उत्तर: ""बाल""।"
ml,household,"परिवार, घर, घराना, परिवेश, गृहस्थ","एक ""___"" एक शब्द है जिसका उपयोग लोगों के रहने के लिए एक आवासीय इकाई का वर्णन करने के लिए किया जाता है। उत्तर: ""परिवार""।"
ml,person,"व्यक्ति, मनुष्य, प्राणी, जीव, मानव","एक ""___"" एक व्यक्ति के रूप में माना जाने वाला एक मानव है। उत्तर: ""व्यक्ति""।"
ml,section,"अनुभाग, भाग, खंड, प्रभाग, विभाग","एक ""___"" कुछ का एक विशिष्ट भाग या उपखंड है। उत्तर: ""अनुभाग""।"
ml,official,"आधिकारिक, सरकारी, अधिकृत, कर्मचारी, अधिकारी","एक ""___"" एक व्यक्ति है जो एक संगठन या सरकार में अधिकार का पद धारण करता है। उत्तर: ""अधिकारी""।"
ml,hundred,"सौ, शत, एकसौ, शतक, शतम","एक ""___"" दस के दस गुने के बराबर एक संख्यात्मक मान है। उत्तर: ""सौ""।"
ml,office,"कार्यालय, दफ्तर, कार्यस्थल, ऑफिस, ड्योडी","एक ""___"" एक ऐसी जगह है जहां लोग आमतौर पर अपनी नौकरी करते हैं। उत्तर: ""कार्यालय""।"
ml,rock,"पथर, शिला, चट्टान, पत्थर, शैल","एक ""___"" एक ठोस खनिज पदार्थ है जो पृथ्वी की सतह का एक हिस्सा बनता है। उत्तर: ""पत्थर""।"
ml,rise,"उठान, वृद्धि, उत्थान, चढ़ाव, बढ़त","एक ""___"" वृद्धि या ऊपर की ओर गति का वर्णन करने के लिए प्रयोग किया जाता है। उत्तर: ""वृद्धि""।"
ml,left,"बायें, वाम, दायें नहीं, बाएं, अल्प","एक ""___"" दाएं के विपरीत दिशा है। उत्तर: ""बाएं""।"
ml,sound,"ध्वनि, आवाज, शब्द, स्वर, अक्षर","एक ""___"" कुछ ऐसा है जिसे हम सुनते हैं। उत्तर: ""ध्वनि""।"
ml,power,"शक्ति, ऊर्जा, बल, सामर्थ्य, अधिकार","एक ""___"" लोगों या चीजों को नियंत्रित या प्रभावित करने के लिए उपयोग किया जाता है। उत्तर: ""शक्ति""।"
ml,summer,"ग्रीष्म, गर्मी, उनी, ऋतु","""___"" एक मौसम है जो अपने गर्म मौसम के लिए जाना जाता है। उत्तर: ""ग्रीष्म""।"
