lang,word_original,word_translation,blank_prompt_translation_masked
ml,moon,"చంద్రుడు, నెల, ఇంద్రుడు, శశి, నిశాకరుడు","ఒక ""___"" అనేది ఒక గ్రహం చుట్టూ పరిభ్రమించే ప్రాకృతిక ఉపగ్రహం. సమాధానం: ""చంద్రుడు""."
ml,wood,"కలప, చెకు, దారువు, కట్టె, చెండు","ఒక ""___"" ని ఫర్నిచర్ తయారీకి ఉపయోగిస్తారు. సమాధానం: ""వుడ్""."
ml,village,"గ్రామం, పల్లె, ఊరు, జనపదం, గ్రామకం","ఒక ""___""  గ్రామీణ ప్రాంతంలో ఒక చిన్న సమాజం లేదా ఇళ్ల సమూహం. సమాధానం: ""గ్రామం""."
ml,forest,"అడవి, వనము, అరణ్యము, కాననము, జంగిల్","ఒక ""___"" అనేది ప్రధానంగా చెట్లు మరియు దట్టమైన పొదలతో కప్పబడిన పెద్ద ప్రాంతం. సమాధానం: ""అడవి""."
ml,fruit,"పండు, ఫలము, కాయ, పళము, ఫలం","ఒక ""___"" అనేది తరచుగా తీపిగా ఉండే ఆహారం రకం, ఇది మొక్క నుండి వస్తుంది. సమాధానం: ""పండు""."
ml,grid,"తారాగణం, జాలకం, వడపోగు, చతురస్రం, నిర్మాణం","ఒక ""___"" అనేది ఒకదానికొకటి కలుస్తూ చతురస్రాలు లేదా దీర్ఘచతురస్రాల శ్రేణిని ఏర్పరచడానికి కలుస్తూ ఉండే పంక్తుల నెట్‌వర్క్. సమాధానం: ""గ్రిడ్""."
ml,song,"పాట, గీతం, గానం, కీర్తన, రాగం","ఒక ""___"" అనేది పాడటానికి పలుకుబడి ఉన్న సంగీతం యొక్క ఒక భాగం. సమాధానం: ""పాట""."
ml,water,"నీరు, జలం, సలిలం, ఉదకం, జలము","""ఒక ""___"" జీవితానికి అవసరం మరియు త్రాగడానికి మరియు శుభ్రపరచడానికి ఉపయోగిస్తారు. సమాధానం: ""నీరు""."
ml,pond,"చెరువు, కుంట, కలవ, జలాశయం, సరస్సు","ఒక ""___"" నిశ్చల నీటి చిన్న శరీరం. సమాధానం: ""పొండ్""."
ml,sand,"మరిక, బంకమట్టి, ఇసుక, గజని, మెత్తమట్టి","బీచ్‌లో కోటలు నిర్మించడానికి ""___"" ఉపయోగిస్తారు. సమాధానం: ""మరిక""."
ml,river,"నది, సరిత, జలధి, నీరు, ధార","ఒక ""___"" అనేది సముద్రం లేదా మహాసముద్రంలోకి కలిసే పెద్ద, ప్రవహించే నీటి శరీరం. సమాధానం: ""నది""."
ml,law,"చట్టం, న్యాయం, ధర్మం, నీతి, శాసనం","ఒక ""___"" అనేది నేరం, వ్యాపార ఒప్పందాలు, సామాజిక సంబంధాలను పరిష్కరించడానికి ఒక సమాజం లేదా ప్రభుత్వం అభివృద్ధి చేసే నియమాల వ్యవస్థ. సమాధానం: ""చట్టం""."
ml,wave,"తరంగం, అల, కళ్ళ, నడక, సంచలనం","ఒక ""___""  అనేది పదార్థం లేదా ఖాళా స్థలం ద్వారా శక్తిని బదిలీ చేసే అంతరాయం. సమాధానం: ""తరంగం""."
ml,ocean,"సముద్రం, కడలి, జలధి, సాగరం, పెద్దసముద్రం","ఒక ""___"" అనేది భూమి యొక్క అధిక భాగాన్ని కప్పి ఉన్న ఉప్పునీటి పెద్ద శరీరం. సమాధానం: ""మహాసముద్రం""."
ml,cave,"గుహ, గుహా, ఆవరణం, గుహాశయం, నివాసం","ఒక ""___"" అనేది మానవుడు ప్రవేశించగలిగేంత పెద్ద భూగర్భ ఖాళీ. సమాధానం: ""గుహ""."
ml,sea,"సముద్రం, కడలి, సాగరం, జలధి, పెనుమటి","ఒక ""___"" అనేది సముద్రం కంటే చిన్నదైన ఉప్పునీటి పెద్ద శరీరం. సమాధానం: ""సముద్రం""."
ml,lake,"సరస్సు, చెరువు, కొలను, జలాశయం, సముద్రం","ఒక ""___"" భూమిచే చుక్కలు చేయబడిన ఒక పెద్ద నీటి శరీరం. సమాధానం: ""సరస్సు""."
ml,source,"మూలం, జనకం, ఆధారం, ఉత్పత్తి, అసలు","ఒక ""___"" సమాచారాన్ని లేదా డేటాను అందించడానికి ఉపయోగించబడుతుంది. సమాధానం: ""మూలం""."
ml,fire,"అగ్ని, నిప్పు, జ్వాల, మంట, శిఖ","ఒక ""___"" వంట చేయడానికి మరియు వేడిని అందించడానికి ఉపయోగిస్తారు. సమాధానం: ""అగ్ని""."
ml,point,"బిందువు, స్థానం, స్థలం, అంశం, ముఖ్యాంశం","ఒక ""___"" అంతరిక్షంలో ఒక నిర్దిష్ట స్థలం. సమాధానం: ""పాయింట్""."
ml,version,"వెర్షన్, రూపం, సంస్కరణ, ముద్రణ, సంచిక","ఒక ""___"" ఏదో ఒకదాని అభివృద్ధిలో వివిధ రూపాలు లేదా దశలను సూచించడానికి ఉపయోగిస్తారు. సమాధానం: ""వెర్షన్""."
ml,ball,"బంతి, గోళం, పండిక, గుండు, ఆటబంతి","ఒక ""___"" సాకర్, బాస్కెట్‌బాల్ వంటి క్రీడలు ఆడడానికి ఉపయోగిస్తారు. సమాధానం: ""బాల్""."
ml,painting,"చిత్రం, వర్ణచిత్రం, చిత్రలేఖనం, నాట్యం, అలంకరణ","ఒక ""___""  గోడపై వేయగలిగే ఒక కళాఖండం. సమాధానం: ""పెయింటింగ్""."
ml,station,"స్టేషన్, కేంద్రం, స్థావరం, డిపో, ముకాము","ఒక ""___"" అనేది రైళ్లు లేదా బస్సులు నియమితంగా ఆగిపోయే ఒక ప్రదేశం, తద్వారా ప్రయాణికులు ఎక్కవచ్చు లేదా దిగవచ్చు. సమాధానం: ""స్టేషన్""."
ml,rice,"బియ్యం, అన్నం, ధాన్యం, వరి, అక్షతలు","ఒక ""___"" అనేది వంటలో సాధారణంగా ఉపయోగించే ధాన్యపు గింజలు, అనేక దేశాల్లో ప్రధాన ఆహారం. సమాధానం: ""వరి""."
ml,red,"ఎరుపు, రక్తవర్ణం, కెంపు, రక్తం, ధైర్యం","ఒక ""___"" ప్రేమ మరియు ఉత్సాహంతో తరచుగా సంబంధం కలిగి ఉండే రంగు. సమాధానం: ""ఎరుపు""."
ml,line,"రేఖ, గీత, వరుస, పంక్తి, సరి","ఒక ""___"" అనేది ఒక పెన్, పెన్సిల్ లేదా బ్రష్ చేసిన వంటి ఒక ఇరుకైన నిరంతర గుర్తు. సమాధానం: ""లైన్""."
ml,net,"వల, జాలం, నెట్, తీగ, జలం","వాలీబాల్, టెన్నిస్ వంటి క్రీడలలో ఆడే ప్రాంతాన్ని విభజించడానికి ""___""ని ఉపయోగిస్తారు. సమాధానం: ""నెట్""."
ml,flower,"పువ్వు, పూవు, మల్లి, మల్లె, పుష్పం","ఒక ""___"" తరచుగా బహుమతిగా ఇవ్వబడుతుంది మరియు తోటలలో కనుగొనవచ్చు. సమాధానం: ""పూవు""."
ml,tea,"టీ, చాయ్, కాఫీ, కప్పు, పానీయం","ఒక ""___"" అనేది విశ్రాంతి లేదా వేడి కోసం తరచుగా తీసుకునే పానీయం. సమాధానం: ""టీ""."
ml,foot,"పాదం, కాలు, పాదము, అడుగు, పాదములు","ఒక ""___"" నడక మరియు పరుగు కోసం ఉపయోగించబడుతుంది. సమాధానం: ""అడుగు""."
ml,gold,"బంగారం, స్వర్ణం, పసిడి, కనకం, హేమం","""ఒక ""___"" ఒక విలువైన లోహం, ఇది తరచుగా ఆభరణాలలో ఉపయోగించబడుతుంది. సమాధానం: ""బంగారం""."
ml,door,"తలుపు, ద్వారం, గుమ్మం, కట్ట, ద్వారకం","ఒక ""___"" గదిలోకి ప్రవేశించడానికి లేదా బయటకు వెళ్లడానికి ఉపయోగిస్తారు. సమాధానం: ""తలుపు""."
ml,snow,"మంచు, హిమం, చలువ, తుషారం, హిమపాతం","ఒక ""___"" అనేది శీతాకాలంలో ఆకాశం నుండి పడే వర్షపాతం యొక్క రూపం. సమాధానం: ""మంచు""."
ml,horse,"గుర్రం, అశ్వం, గ్రామిణం, హయం, తురగం","ఒక ""___"" అనేది నాలుగు కాళ్లు కలిగిన పెద్ద పరిశ్రమలో ఉపయోగించే జంతువు, సాధారణంగా ప్రయాణం చేయడానికి మరియు రేసింగ్ కోసం ఉపయోగిస్తారు. సమాధానం: ""గుర్రం""."
ml,one,"ఒక, ఏక, ఒక్క, అంటే, మొదటి","ఒక ""___"" అనేది సున్నా తర్వాత వచ్చే సంఖ్య మరియు రెండు ముందు. సమాధానం: ""ఒకటి""."
ml,two,"రెండు, ద్వి, జంట, యుగ్మము, ద్వయము","సంఖ్య ""___"" అనేది ఒకటి ప్లస్ ఒకటి మొత్తం. సమాధానం: ""రెండు""."
ml,three,"మూడు, త్రి, ముల్లు, మూర్తులు","రెండు తర్వాత వచ్చే సంఖ్య ""___"". సమాధానం: ""మూడు""."
ml,four,"నాలుగు, చతుర్భుజము, చతురస్రము, నలుగురు, చతుర్దశ","సంఖ్య ""___"" మూడు తర్వాత వచ్చే పూర్ణాంకం. సమాధానం: ""నాలుగు""."
ml,five,"ఐదు, పంచ, పంచక, పంచమ, పంచాకారము","నాలుగు తర్వాత వచ్చే సంఖ్య ""___"". సమాధానం: ""ఐదు""."
ml,six,"ఆరు, షణ్ము, సంఖ్య, అరువైనది","ఐదు తర్వాత వచ్చే సంఖ్య ""___"". సమాధానం: ""ఆరు""."
ml,seven,"ఏడు, సప్త, సాత, సప్తమ, సాప్తము","సంఖ్య ""___"" ఆరు తర్వాత వస్తుంది. సమాధానం: ""ఏడు""."
ml,eight,"ఎనిమిది, అష్ట, అష్టమ, ఎనిమిదో, అష్టకము","సంఖ్య ""___"" ఏడు తర్వాత వస్తుంది. సమాధానం: ""ఎనిమిది""."
ml,nine,"తొమ్మిది, నవ, నాలుగైదు, నయిదు, నవము","ఎనిమిది తర్వాత వచ్చే సంఖ్య ""___"". సమాధానం: ""తొమ్మిది""."
ml,ten,"పది, దశ, దశకు, పంచదశ, దశమంతము","తొమ్మిది తర్వాత వచ్చే సంఖ్య ""___"". సమాధానం: ""పది""."
ml,head,"తల, శిరస్సు, అధిపతి, నాయకుడు, ముఖ్యుడు","ఒక ""___"" అనేది మెదడు, కళ్ళు, చెవులు, ముక్కు, నోరు ఉన్న శరీరంలో ఒక భాగం. సమాధానం: ""తల""."
ml,shop,"దుకాణం, అంగడి, వ్యాపారసదనం, వర్తకసదనం, హాటల్","ఒక ""___"" అనేది వస్తువులు లేదా సేవలను కొనుగోలు చేయగల ప్రదేశం. సమాధానం: ""దుకాణం""."
ml,strip,"పట్టీ, తీగ, దారం, పరిమాణం, పట్టా","ఒక ""___"" అనేది ఒక నిర్దిష్ట పదార్థం యొక్క పొడవైన, ఇరుకైన ముక్క. సమాధానం: ""స్ట్రిప్""."
ml,street,"వీధి, రోడ్డు, మార్గం, పంక్తి, పట్టణం","ఒక ""___"" అనేది ఒక నగరం, పట్టణం లేదా గ్రామంలో ఒక ప్రజా రహదారి. సమాధానం: ""వీధి""."
ml,part,"భాగం, అంశం, విభాగం, భాగస్వామ్యం, పాత్ర","ఒక ""___"" మొత్తాన్ని తయారు చేయడానికి ఉపయోగిస్తారు. సమాధానం: ""భాగం""."
ml,eye,"కన్ను, అక్షి, చక్షువు, నేత్రం, నయనం","ఒక ""___"" మనచుట్టూ ఉన్న ప్రతిదానిని చూడటానికి ఉపయోగిస్తారు. సమాధానం: ""కన్ను""."
ml,field,"మైదానం, రంగం, ప్రాంతం, భూమి, పొలం","ఒక ""___"" అనేది పంటలు పండించే తెరవబడిన భూమి యొక్క విస్తారమైన ప్రాంతం. సమాధానం: ""ఫీల్డ్""."
ml,site,"స్థలం, ప్రదేశం, స్థానం, జాగా, సంస్థలకు","ఒక ""___"" అనేది ఏదో ఒకటి ఉన్న, ఉండేది లేదా నిర్మించబడే ప్రదేశం. సమాధానం: ""సైట్""."
ml,dance,"నృత్యం, నాట్యం, తాండవం, లాస్యం, అభినయం","ఒక ""___"" అనేది శరీరం యొక్క కదలికను కలిగి ఉండే ఒక కళా రూపం, సాధారణంగా లయబద్ధంగా మరియు సంగీతంతో ఉంటుంది. సమాధానం: ""నాట్యం""."
ml,word,"పదం, శబ్దం, వచనం, అక్షరం, పద్యం","ఒక ""___"" అనేది వాక్యాన్ని ఏర్పరచడానికి ఉపయోగించే విశిష్టమైన అంశం, ఇది సాధారణంగా రెండు వైపులా ఖాళీ స్థలంతో వ్రాయబడుతుంది. సమాధానం: ""పదం""."
ml,pair,"జత, జంట, యుగ్మం, దంపతులు, సమూహం","ఒక ""___"" అనేది కలిసి ఉపయోగించే లేదా ఒక యూనిట్‌గా పరిగణించబడే రెండు వస్తువుల సమితి. సమాధానం: ""జత""."
ml,seat,"సీటు, ఆసనం, కుర్చీ, పీఠం, స్థానం","ఒక ""___"" కూర్చోవడానికి మరియు విశ్రాంతి తీసుకోవడానికి ఉపయోగిస్తారు. సమాధానం: ""సీటు""."
ml,light,"వెలుగు, కాంతి, జ్యోతి, దీప్తి, ప్రకాశం","ఒక ""___"" చీకటి ప్రదేశాలను వెలిగించడానికి ఉపయోగిస్తారు. సమాధానం: ""లైట్""."
ml,thousand,"వేయి, సహస్ర, అయుతం, పదివేలు","ఒక ""___"" అనేది తొమ్మిది వందల తొంబది తర్వాత వచ్చే సంఖ్యా విలువ. సమాధానం: ""వేయి""."
ml,north,"ఉత్తరం, ఉత్తరదిశ, వాయువ్యం, వాయువ్యదిశ, ఉత్తరదిక్కు","ది ""___"" అనేది చల్లదనం మరియు ధ్రువ ప్రాంతాలతో తరచుగా ముడిపడి ఉన్న కర్డినల్ దిశ. సమాధానం: ""ఉత్తరం""."
ml,machine,"యంత్రం, పరికరం, ఉపకరణం, వస్తువు, సాధనం","ఒక ""___"" ఒక నిర్దిష్ట పనిని చేయడానికి లేదా ఏదో ఒకదాన్ని ఉత్పత్తి చేయడానికి ఉపయోగిస్తారు. సమాధానం: ""యంత్రం""."
ml,time,"సమయం, కాలం, వేళ, సమయకాలం, క్షణం","ఒక ""గడియారం"" ""___""ని కొలవడానికి ఉపయోగిస్తారు. సమాధానం: ""సమయం""."
ml,benefit,"ప్రయోజనం, లాభం, ఫలితం, ప్రతిఫలం, వినియోగం","ఒక ""___"" అనేది శ్రేయస్సును ప్రోత్సహించే లేదా మెరుగుపరిచే దానిని సూచిస్తుంది. సమాధానం: ""ప్రయోజనం""."
ml,position,"స్థానం, స్థితి, పదవి, స్థానము, హోదా","ఒక ""___"" అనేది ఎవరైనా లేదా ఏదైనా ఉన్న లేదా ఉంచబడిన ప్రదేశం. సమాధానం: ""స్థానం""."
ml,province,"ప్రాంతం, ప్రదేశం, భూభాగం, రాష్ట్రం, ప్రావిన్స్","ఒక ""___"" అనేది కొన్ని దేశాలు లేదా సామ్రాజ్యాల ప్రధాన పరిపాలనా విభాగం. సమాధానం: ""ప్రావిన్స్""."
ml,exchange,"మార్పిడి, వర్తకం, వినిమయం, పరస్పరం, రవాణా","""___"" అనేది స్టాక్స్, బాండ్స్ లేదా ఇతర భద్రతలు కొనుగోలు చేయబడిన లేదా అమ్ముడయ్యే ప్రదేశం. సమాధానం: ""మార్కెట్""."
ml,middle,"మధ్య, మధ్యభాగం, మాధ్యమం, సగం, మజ్జిగ","దాని వైపులా లేదా బయటి సరిహద్దుల నుండి సమానంగా దూరంలో ఉండే బిందువు ""___"". సమాధానం: ""మధ్య""."
ml,friend,"మిత్రుడు, స్నేహితుడు, చెలికాడు, బంధువు, సహచరుడు","ఒక ""___"" అంటే మీరు సన్నిహితమైన వ్యక్తిగత సంబంధాన్ని పంచుకునే వ్యక్తి. సమాధానం: ""స్నేహితుడు""."
ml,color,"రంగు, వర్ణం, ధ్వని, ఛాయ, వర్ణకం","""ఒక ""___"" వస్తువుల గుర్తింపు లేదా వాటి రూపాన్ని వివరించడానికి ఉపయోగిస్తారు. సమాధానం: ""రంగు""."
ml,kind,"మంచి, దయ, సౌజన్యం, సహృదయం, స్నేహం","ఒక ""___"" అనేది ఏదో ఒక విధమైన లేదా రకం. సమాధానం: ""రకం""."
ml,judge,"న్యాయమూర్తి, తీర్పుదారు, విచారకుడు, పరిశీలకుడు, నిర్ణేత","ఒక ""___"" అనేది ఒక్కడే లేదా న్యాయమూర్తుల బృందంలో భాగంగా కోర్టు విచారణలకు అధ్యక్షత వహించే వ్యక్తి. సమాధానం: ""న్యాయమూర్తి""."
ml,school,"పాఠశాల, విద్యాలయం, కళాశాల, విద్యాసంస్థ, కోవిద్","ఒక ""___"" అనేది విద్యార్థులు నేర్చుకోవడానికి వెళ్లే ప్రదేశం. సమాధానం: ""పాఠశాల""."
ml,structure,"నిర్మాణం, ఆకృతి, నిర్మితి, కట్టడం, ఫ్రేము","""___"" అనేది ఒక నిర్దిష్ట ప్రయోజనం లేదా విధిని కలిగి ఉన్న నిర్మాణం. సమాధానం: ""నిర్మాణం""."
ml,tie,"టై, ముడి, బంధం, సమానత్వం, కట్టు","ఒక ""___"" ఫార్మల్ దుస్తులు ధరించడంలో భాగంగా మెడ చుట్టూ ధరించబడుతుంది. సమాధానం: ""టై""."
ml,example,"ఉదాహరణ, నమూనా, సందర్భం, మాదిరి, పోలిక","ఒక ""___"" ఒక పాయింట్ లేదా భావనను వివరించడానికి ఉపయోగించబడుతుంది. సమాధానం: ""ఉదాహరణ""."
ml,face,"ముఖం, మొగం, అందం, సౌందర్యం, వదనం","ఒక ""___"" అనేది ముఖం యొక్క ముందు భాగం, ఇందులో నుదుటి, కళ్ళు, ముక్కు, నోరు ఉంటాయి. సమాధానం: ""ముఖం""."
ml,bridge,"వంతెన, సేతువు, పులి, సంబంధం, సన్నిహితం","ఒక ""___"" నదులు లేదా రోడ్లు వంటి అవరోధాలతో వేరు చేయబడిన రెండు ప్రాంతాలను కలుపుతుంది. సమాధానం: ""వంతెన""."
ml,item,"వస్తువు, విషయం, పదార్థం, వస్తువులు","ఒక ""___"" అనేది నిర్దిష్టం కాని లేదా గుర్తించబడని వస్తువు. సమాధానం: ""ఐటెమ్""."
ml,delete,"తొలగించు, వదిలివేయు, కాల్చివేయు, నాశనంచేయు, రద్దుచేయు","ఒక ""___"" టెక్స్ట్ లేదా డేటాను తొలగించడానికి ఉపయోగిస్తారు. సమాధానం: ""డిలీట్""."
ml,group,"సమూహం, బృందం, జట్టు, బృందు, గుంపు","ఒక ""___"" అనేది కలిసి ఉన్న, సేకరించబడిన లేదా కలిపి వర్గీకరించబడిన వ్యక్తులు లేదా వస్తువుల సంఖ్య. సమాధానం: ""సమూహం""."
ml,talent,"ప్రతిభ, చమత్కారం, నైపుణ్యం, నేర్పు, శక్తి","ఒక ""___"" అనేది ఒక సహజ యోగ్యత లేదా నైపుణ్యం. సమాధానం: ""ప్రతిభ""."
ml,beauty,"అందం, సౌందర్యం, శోభ, లావణ్యం, చకోరం","""___"" అనేది ఆనందం లేదా సంతృప్తి యొక్క అవగాహన అనుభవాన్ని అందించే లక్షణం. సమాధానం: ""అందం""."
ml,platform,"వేదిక, మంచి, విధానం, స్థాయి, స్థలం","ఒక ""___"" ద్వారా ఏదో ఒకదానిని మద్దతు ఇవ్వడానికి లేదా పెంచడానికి ఉపయోగిస్తారు. సమాధానం: ""ప్లాట్‌ఫారం""."
ml,house,"ఇల్లు, గృహం, భవనం, నివాసం, గృహస్థాలు","ఒక ""___"" అనేది ప్రజలు నివసించే ప్రదేశం. సమాధానం: ""ఇల్లు""."
ml,sun,"సూర్యుడు, సూర్యము, ఆదిత్యుడు, రవి, భానుడు","సౌర వ్యవస్థ మధ్యలో ఉన్న ""___"" ఒక నక్షత్రం, ఇది భూమికి కాంతి, వేడిని అందిస్తుంది. సమాధానం: ""సన్""."
ml,meeting,"సమావేశం, సభ, సమ్మేళనం, సంగమం, సమాగమం","ఒక ""___"" అనేది ఒక నిర్దిష్ట ఉద్దేశ్యం కోసం ప్రజల సమావేశం, తరచుగా చర్చ లేదా నిర్ణయం తీసుకోవడానికి. సమాధానం: ""సమావేశం""."
ml,history,"చరిత్ర, కథ, కథనం, వృత్తాంతం, పరంపర","గత సంఘటనల అధ్యయనం, ప్రత్యేకించి మానవ వ్యవహారాలలో ""___""గా పిలువబడుతుంది. సమాధానం: ""చరిత్ర""."
ml,valley,"లోయ, కొండాట, కందకం, త్రోవ, వాగు","ఒక ""___"" అనేది సాధారణంగా దాని గుండా ప్రవహించే నదితో కొండలు లేదా పర్వతాల మధ్య ఉన్న తక్కువ ప్రాంతం. సమాధానం: ""లోయ""."
ml,square,"చతురస్రం, వర్గం, ఫలకం, చదరపు, ఆకారం","ఒక ""___"" నాలుగు సమాన భుజాలు మరియు నాలుగు లంబ కోణాలతో కూడిన ఆకారం. సమాధానం: ""చతురస్రం""."
ml,generation,"తరం, పీడి, వంశం, కుటుంబం, పోతరి","""ఒక ""___"" అనేది దాదాపు ఒకే సమయంలో జన్మించిన మరియు నివసిస్తున్న అన్ని వ్యక్తులను వివరించడానికి ఉపయోగించే పదం. సమాధానం: ""తరం""."
ml,south,"దక్షిణ, నిర్దక్షిణ, దక్షిణం, దక్షిణదిశ, దక్షిణము","""ది ""___"" ఉత్తరానికి వ్యతిరేకంగా ఉన్న ఒక ప్రధాన దిశ. సమాధానం: ""దక్షిణం""."
ml,virtue,"గుణం, ధర్మం, నీతి, సద్గుణం, నైతికత","ఒక ""___"" అనేది ఒక వ్యక్తిలో నైతికంగా మంచిది లేదా కోరదగిన లక్షణం. సమాధానం: ""విర్ట్యూ""."
ml,tribe,"తెగ, జాతి, వర్గం, కులం, సమూహం","ఒక ""___"" అనేది సాంఘిక, ఆర్థిక, మతపరమైన లేదా రక్త సంబంధాల ద్వారా అనుసంధానించబడిన కుటుంబాలు లేదా సంఘాలతో కూడిన సాంప్రదాయ సమాజంలోని సామాజిక విభజన. సమాధానం: ""తెగ""."
ml,city,"నగరం, పట్టణం, నగరీ, జనపదం, పురం","ఒక ""___"" అనేది ఒక పెద్ద మానవ నివాసం, ఇక్కడ ప్రజలు నివసిస్తారు మరియు పని చేస్తారు. సమాధానం: ""నగరం""."
ml,language,"భాష, మాట, జాతి, యాస, వాచకము","ఒక ""___"" ఆలోచనలు, ఆలోచనలను వ్యక్తీకరించడానికి ఉపయోగిస్తారు. సమాధానం: ""భాష""."
ml,speed,"వేగం, శీఘ్రం, జారం, చుక్కాని, రఫ్తారం","ఒక ""___"" ద్వారా ఏదో ఒకటి ఎంత వేగంగా కదులుతుందో కొలవడానికి ఉపయోగిస్తారు. సమాధానం: ""వేగం""."
ml,ground,"నేల, భూమి, మైదానం, ప్రాంతం, భూభాగం","ఒక ""___"" అనేది మనం నడవడానికి మరియు ఇళ్లను నిర్మించడానికి ఉపయోగించే ప్రదేశం. సమాధానం: ""నేల""."
ml,advance,"అభివృద్ధి, పురోగతి, ముందుకు, పెరుగుదల, చేరుకోవడం","""___"" అనేది ముందుకు సాగడం లేదా పురోగతి సాధించడాన్ని వివరించడానికి ఉపయోగించే పదం. సమాధానం: ""అడ్వాన్స్""."
ml,attempt,"ప్రయత్నం, ప్రయత్నించు, చేయడం, ప్రయత్నించుట, చూడడం","ఏదో ఒకటి సాధించడానికి ప్రయత్నిస్తున్నప్పుడు ""___"" చేయబడుతుంది. సమాధానం: ""ప్రయత్నం""."
ml,defeat,"ఓటమి, నష్టం, పరాభవం, పరాజయం, అపజయం","ఒక ""___"" ఒక పోటీ లేదా యుద్ధాన్ని కోల్పోయినప్పుడు అనుభవించబడుతుంది. సమాధానం: ""ఓటమి""."
ml,tail,"తోక, పుచ్చం, పిడం, పూచం, పుచ్చి","ఒక ""___"" అనేది ఒక జంతువు యొక్క శరీరం యొక్క భాగం, ఇది వెన్నుపాము యొక్క ఆధారం నుండి విస్తరించి ఉంటుంది. సమాధానం: ""తోక""."
ml,mother,"తల్లి, జనని, అమ్మ, మాత, జనయిత్రి","ఒక ""___"" అనేది ఒక పిల్లవాడికి జన్మనిచ్చిన మహిళ. సమాధానం: ""తల్లి""."
ml,east,"తూర్పు, పూర్వం, పూర్వదిశ, దిగువ, ప్రాచీ","""___"" అనేది పశ్చిమానికి వ్యతిరేకంగా ఉన్న ప్రధాన దిశ. సమాధానం: ""తూర్పు""."
ml,return,"తిరిగిరావడం, తిరిగివచ్చు, ప్రతిఫలం, తిరుగుబాటు, వాపసు","ఒక ""___"" కొనుగోలు చేసిన వస్తువును తిరిగి ఇవ్వడానికి ఉపయోగిస్తారు. సమాధానం: ""రిటర్న్""."
ml,speech,"ఉపన్యాసం, ప్రసంగం, మాట, వాక్యం, భాషణం","""ఒక ""___"" అనేది ప్రేక్షకులకు అందించే ఆధికారిక చిరునామా లేదా చర్చ. సమాధానం: ""ప్రసంగం""."
ml,child,"పిల్లవాడు, బిడ్డ, శిశువు, సంతానం, బాలుడు","ఒక ""___""  ప్రౌఢ వయస్సు కంటే ముందు ఉన్న చిన్న మానవుడు. సమాధానం: ""పిల్లవాడు""."
