lang,word_original,word_translation,blank_prompt_translation_masked
ml,lake,"તળાવ, સરોવર, જળાશય, સરસ, જલાશય","""___"" એ જમીન દ્વારા ઘેરાયેલું પાણીનું મોટું ભાગ છે. જવાબ: ""તળાવ""."
ml,source,"સ્ત્રોત, મૂળ, ઉત્પત્તિ, ઉદ્ગમ, આધાર","એક ""___"" માહિતી અથવા ડેટા પૂરા પાડવા માટે વપરાય છે. જવાબ: ""સ્ત્રોત""."
ml,fire,"અગ્નિ, આંચ, તાપ, તેજ, જ્વાળા","""""___"""" નો ઉપયોગ રાંધણ અને ગરમી પૂરી પાડવા માટે થાય છે. જવાબ: ""અગ્નિ""."
ml,point,"બિંદુ, સ્થાન, સ્થળ, ટુંક, ચોક્કસ","""___"" એ અવકાશમાં એક ખાસ સ્થાન છે. જવાબ: ""બિંદુ""."
ml,version,"આવૃત્તિ, સંસ્કરણ, અવતરણ, રૂપાંતર, પ્રકાર","""એક """"___"""" કોઈપણ વસ્તુના વિકાસમાં અલગ અલગ સ્વરૂપો અથવા તબક્કાઓને દર્શાવવા માટે વપરાય છે. જવાબ: """"વર્ઝન""""."""
ml,ball,"ગોળ, ગેંદ, પિંડ, ગોલક, ડોલક","""___"" નો ઉપયોગ ફૂટબોલ અને બાસ્કેટબોલ જેવા રમતગમતમાં રમવા માટે થાય છે. જવાબ: ""બોલ""."
ml,painting,"ચિત્રકારી, ચિત્ર, રંગકામ, ચિત્રકલા, ભાતી","એક ""___"" એ એક કલાનું ટુકડું છે જે દિવાલ પર લટકાવી શકાય છે. જવાબ: ""પેઇન્ટિંગ""."
ml,station,"સ્ટેશન, થાંભલો, મથક, સ્થાન, ટેર્મિનલ","""___"" એક સ્થળ છે જ્યાં ટ્રેન અથવા બસો નિયમિતપણે રોકાય છે તેથી મુસાફરો ત્યાં ઉતરી અથવા ચડી શકે. જવાબ: ""સ્ટેશન""."
ml,rice,"ચોખા, ભાત, ધાન્ય, અન્ન, ધાન","""___"" એક દાણા છે જે રાંધણકળામાં સામાન્ય રીતે વપરાય છે અને ઘણા દેશોમાં મુખ્ય ખોરાક છે. જવાબ: ""ચોખા""."
ml,red,"લાલ, રક્તિમ, રાતો, ગુલાબી, રંગ","એક ""___"" એ એક રંગ છે જે ઘણીવાર પ્રેમ અને ભાવના સાથે સંકળાયેલો હોય છે. જવાબ: ""લાલ""."
ml,line,"રેખા, લાઇન, કિનાર, સીમા, રેખાંકિત","""___"" એક નાની સતત નિશાન, જેમ કે પેન, પેન્સિલ અથવા બ્રશ દ્વારા બનાવવામાં આવે છે. જવાબ: ""લાઇન""."
ml,net,"જાળ, નેટ, જાળી, ફાંદ, જાળો","એક ""___"" નો ઉપયોગ વોલીબોલ અને ટેનિસ જેવી રમતોમાં રમતના વિસ્તારને વિભાજિત કરવા માટે થાય છે. જવાબ: ""નેટ""."
ml,flower,"ફૂલ, પુષ્પ, પ્રફુલ્લ, કુસુમ, પતંગ","""___"" ઘણીવાર ભેટ તરીકે આપવામાં આવે છે અને બગીચામાં જોઈ શકાય છે. જવાબ: ""ફૂલ""."
ml,tea,"ચા, કાફી, પાણી, પીણું, રસ","એક ""___"" એક એવું પીણું છે જે આરામ અથવા ગરમી માટે વારંવાર લેવામાં આવે છે. જવાબ: ""ચા""."
ml,foot,"પગ, પાદ, પાદક, ચરણ, પાયા","એક """"___"""" ચાલવા અને દોડવા માટે વપરાય છે. જવાબ: """"પગ""""."
ml,gold,"સોનું, સુવર્ણ, કનક, સોનારુ, પાંચાળ","""એક """"___"""" એક કિમતી ધાતુ છે જે ઘણીવાર ગહનાઓમાં વપરાય છે. જવાબ: """"સોનું""""."""
ml,door,"દરવાજો, બારી, દ્વાર, પ્રવેશદ્વાર, કવાંટ","એક ""___"" ઓરડામાં પ્રવેશ કરવા અથવા બહાર નીકળવા માટે વપરાય છે. જવાબ: ""દરવાજો""."
ml,snow,"બરફ, હિમ, શિલારજ, તુષાર, હિમરજ","""એક """"___"""" શિયાળા દરમિયાન આકાશમાંથી પડતી વરસાદનું એક સ્વરૂપ છે. જવાબ: """"બરફ""""."""
ml,horse,"ઘોડો, અશ્વ, ઘેંશ, વાજી, તુરગ","""___"" એ ચાર પગનું મોટું ઘરેણાં પ્રાણી છે, સામાન્ય રીતે સવારી કરવા અને રેસિંગ માટે વપરાય છે. જવાબ: ""ઘોડો""."
ml,one,"એક, પહેલો, સર્વપ્રથમ, પ્રથમ, એકમાત્ર","""___"" એ એક સંખ્યા છે જે શૂન્ય પછી અને બે પહેલાં આવે છે. જવાબ: ""એક""."
ml,two,"બે, દો, બેઉ, દોનેં, દોહોં","સંખ્યા ""___"" એક પ્લસ એકનો જોડ છે. જવાબ: ""બે""."
ml,three,"ત્રણ, ત્રિ, તીન, ત્રય, ત્રિક","બે પછી આવતો અંક ""___"" છે. જવાબ: ""ત્રણ""."
ml,four,"ચાર, ચારે, ચોથો, ચતુર, ચારણ","સંખ્યા ""___"" ત્રણ પછી આવતો પૂર્ણાંક છે. જવાબ: ""ચાર""."
ml,five,"પાંચ, પંચ, પંચક, પાંચક, પંચાક્ષરી","ચાર પછી આવતી સંખ્યા ""___"" છે. જવાબ: ""પાંચ""."
ml,six,"છ, સાંઈ, છઈ, ષષ, ષાષ","પાંચ પછી આવતો અંક ""___"" છે. જવાબ: ""છ""."
ml,seven,"સાત, સપ્ત, સાતનો, સાતમો","સંખ્યા ""___"" છ પછી આવે છે. જવાબ: ""સાત""."
ml,eight,"આઠ, અષ્ટ, અષ્ટક, આઠનું, અષ્ટમ","સંખ્યા ""___"" સાત પછી આવે છે. જવાબ: ""આઠ""."
ml,nine,"નવ, નવમો, નવાં, નવમોં, નવમાં","આઠ પછી આવતો અંક ""___"" છે. જવાબ: ""નવ"""
ml,ten,"દસ, દશ, દસક, દશક, દસાંક","નવ પછી આવતી સંખ્યા ""___"" છે. જવાબ: ""દસ""."
ml,head,"માથું, શીર, મસ્તક, શિરો, મસ્તિષ્ક","એક ""___"" એ શરીરનો એક ભાગ છે જેમાં મગજ, આંખ, કાન, નાક અને મોં હોય છે. જવાબ: ""માથું""."
ml,shop,"દુકાન, અંગડી, વિક્રયાલય, બજાર, પેટી","એક ""___"" એક એવી જગ્યા છે જ્યાંથી તમે માલ અથવા સેવાઓ ખરીદી શકો છો. જવાબ: ""દુકાન""."
ml,strip,"પટ્ટી, ડોરી, રેખા, પટ્ટા, ફાળો","એક ""___"" એ કોઈ ચોક્કસ સામગ્રીનો લાંબો, પાતળો ટુકડો છે. જવાબ: ""સ્ટ્રિપ""."
ml,street,"શેરી, રસ્તો, માર્ગ, ગલી, રાજમાર્ગ","એક ""___"" શહેર, નગર અથવા ગામમાં એક જાહેર રસ્તો છે. જવાબ: ""શેરી""."
ml,part,"ભાગ, હિસ્સો, અંશ, ખંડ, વિભાગ","એક """"___"""" સમગ્રને બનાવવા માટે વપરાય છે. જવાબ: """"ભાગ""""."
ml,eye,"આંખ, નયન, અક્ષિ, નેત્ર, પાપણું","એક ""___"" આપણી આસપાસનું બધું જોવા માટે વપરાય છે. જવાબ: ""આંખ""."
ml,field,"ક્ષેત્ર, મેદાન, જમીન, ભૂમિ, ક્ષેત્રફળ","એક ""___"" એ ખુલ્લી જમીનનો વિસ્તાર છે જ્યાં પાકની ખેતી કરવામાં આવે છે. જવાબ: ""ખેતર""."
ml,site,"સ્થળ, સાઇટ, જગ્યા, સ્થાન, મથક","""___"" એક સ્થળ છે જ્યાં કંઈક છે, હતું, અથવા બનાવવામાં આવશે. જવાબ: ""સાઇટ""."
ml,dance,"નૃત્ય, ડાઘ, રમત, રાસ, ગરબા","એક ""___"" એ એક પ્રકારની કળા છે જેમાં શરીરની ગતિ શામેલ છે, સામાન્ય રીતે લયબદ્ધ અને સંગીતમાં. જવાબ: ""નૃત્ય""."
ml,word,"શબ્દ, વાક્ય, ઉક્તિ, શબ્દસમૂહ, અભિવ્યક્તિ","""___"" એ વાણી અથવા લેખનનો તત્વ છે, જે અન્ય શબ્દો સાથે (અથવા ક્યારેક એકલો) વાક્ય બનાવે છે અને સામાન્ય રીતે લખાયેલા શબ્દની બાજુએ જગ્યા દર્શાવવામાં આવે છે. જવાબ: ""શબ્દ""."
ml,pair,"જોડી, યુગ્મ, જોડા, દંપતી, સાથીદાર","""એક """"___"""" બે વસ્તુઓનો સમૂહ છે જેનો ઉપયોગ સાથે કરવામાં આવે છે અથવા એક એકમ તરીકે જોવામાં આવે છે. જવાબ: """"જોડી""""."""
ml,seat,"આસન, બેઠક, સ્થાન, જગ્યા, સંદર્ભ","એક """"___"""" બેસવા અને આરામ કરવા માટે વપરાય છે. જવાબ: """"સીટ""""."
ml,light,"પ્રકાશ, ઉજાસ, તેજ, ઝળક, ઝાંખા","""___"" અંધારા જગ્યાઓને પ્રકાશિત કરવા માટે વપરાય છે. જવાબ: ""પ્રકાશ""."
ml,thousand,"હજાર, સહસ્ત્ર, એકહજાર, હજારો, સહસ્રાધિક","એક ""___"" એક સંખ્યાકીય મૂલ્ય છે જે નવસોનાથી પછી આવે છે. જવાબ: ""હજાર""."
ml,north,"ઉત્તર, દિશા, દિક્ક, અભિમુખ, દેશ","""દિશા """"___"""" ઘણીવાર ઠંડી અને ધ્રુવીય પ્રદેશો સાથે સંકળાયેલી હોય છે. જવાબ: """"ઉત્તર""""."""
ml,machine,"યંત્ર, મશીન, ઉપકરણ, ભાગો, યંત્રિકા","એક ""___"" એ ખાસ કાર્ય કરવા માટે અથવા કંઈક બનાવવા માટે વપરાય છે. જવાબ: ""મશીન""."
ml,time,"સમય, વેળા, કાળ, અવધિ, ક્ષણ","""એક """"ઘડિયાળ"""" નો ઉપયોગ """"___"""" માપવા માટે થાય છે. જવાબ: """"સમય""""."""
ml,benefit,"લાભ, ફાયદો, પ્રયોજન, વળતર, ગુણ","""એક """"___"""" એ કંઈક છે જે સુખાકારી અથવા સુખાકારીને વધારે પ્રોત્સાહન આપે છે. જવાબ: """"લાભ""""."
ml,position,"સ્થાન, સ્થિતિ, પદ, મર્યાદા, અવસ્થા","એક ""___"" એક સ્થળ છે જ્યાં કોઈ વ્યક્તિ અથવા કંઈક સ્થિત છે અથવા મૂકવામાં આવ્યું છે. જવાબ: ""સ્થાન""."
ml,province,"પ્રાંત, પ્રદેશ, રાજ્ય, ક્ષેત્ર, વિભાગ","""___"" એ કેટલાક દેશો અથવા સામ્રાજ્યોનો મુખ્ય વહીવટી વિભાગ છે. જવાબ: ""પ્રાંત""."
ml,exchange,"વિનિમય, બદલાવ, આપવું, લેવડ, અદલાબદલી","""___"" એક સ્થળ છે જ્યાં સ્ટોક, બોન્ડ અથવા અન્ય સિક્યોરિટીઝ ખરીદી અને વેચાણ કરવામાં આવે છે. જવાબ: ""એક્સચેન્જ""."
ml,middle,"મધ્ય, વચ્ચે, મધ્યભાગ, બીચ, કેન્દ્ર","""દ્વારા ""___"" એ બિંદુ છે કે જે કંઈની બાજુઓ અથવા બાહ્ય સીમાઓથી સમાન અંતરે છે. જવાબ: ""મધ્ય""."""
ml,friend,"મિત્ર, સાથી, સહયોગી, સંબંધી, સહચર","""___"" એ કોઈ એવી વ્યક્તિ છે જેની સાથે તમે નિકટનો વ્યક્તિગત સંબંધ સાંભળો છો. જવાબ: ""મિત્ર""."
ml,color,"રંગ, વર્ણ, રંગત, છાયા, રચના","""એક """"___"""" વસ્તુઓની ઓળખ કરવા અથવા તેમની દેખાવનું વર્ણન કરવા માટે વપરાય છે. જવાબ: """"રંગ""""."""
ml,kind,"દયાળુ, સહૃદય, મહેરબાન, ઉદાર, સંવેદનશીલ","""એક """"___"""" એ કંઈકનો એક વર્ગ અથવા પ્રકાર છે. જવાબ: """"પ્રકાર""""."""
ml,judge,"ન્યાયાધીશ, વિચારક, નિર્ણાયક, ન્યાયમૂર્તિ, પ્રમાણભૂત","એક ""___"" એક વ્યક્તિ છે જે એકલા અથવા ન્યાયાધીશોના પેનલના ભાગ રૂપે કોર્ટની કાર્યવાહીનું સંચાલન કરે છે. જવાબ: ""ન્યાયાધીશ""."
ml,school,"શાળા, વિદ્યાલય, વિદ્યાપીઠ, શિક્ષણસંસ્થા, કોલેજ","એક ""___"" એક સ્થળ છે જ્યાં વિદ્યાર્થીઓ શીખવા જાય છે. જવાબ: ""શાળા""."
ml,structure,"રચના, બાંધકામ, સંરચના, મકાન, ઢાંચો","એક ""___"" એક એવું બાંધકામ છે જેનો ચોક્કસ હેતુ અથવા કાર્ય હોય છે. જવાબ: ""રચના""."
ml,tie,"ટાઇ, બાંધણી, ગાંઠ, બંધન, જોડણી","એક ""___"" આકર્ષક વસ્ત્રોના ભાગરૂપે ગળાની આસપાસ પહેરવામાં આવે છે. જવાબ: ""ટાઇ""."
ml,example,"ઉદાહરણ, દાખલો, નમૂનો, તથ્ય, દૃષ્ટાંત","""એક """"___"""" બિંદુ અથવા સંકલ્પનાને દર્શાવવા માટે વપરાય છે. જવાબ: """"ઉદાહરણ""""."""
ml,face,"મુખ, ચહેરો, વદન, મોં, ચહેરામોંહ","એક ""___"" માનવ શરીરના માથાનો આગળનો ભાગ છે, જેમાં માથું, આંખ, નાક અને મોંનો સમાવેશ થાય છે. જવાબ: ""ચહેરો""."
ml,bridge,"સેતુ, પુલ, સંયોગ, જોડાણ, સંબંધ","એક ""___"" નદીઓ અથવા રસ્તાઓ જેવા અવરોધો દ્વારા અલગ થયેલા બે વિસ્તારોને જોડવા માટે વપરાય છે. જવાબ: ""પુલ""."
ml,item,"વસ્તુ, ચીજ, પદાર્થ, સામગ્રી, વિષય","એક ""___"" એવી વસ્તુ છે જે અનિર્દિષ્ટ અથવા અજાણ્યા છે. જવાબ: ""વસ્તુ""."
ml,delete,"હટાવવું, કાપવું","એક ""___"" ટેક્સ્ટ અથવા ડેટા દૂર કરવા માટે વપરાય છે. જવાબ: ""ડિલીટ""."
ml,group,"જૂથ, ટોળી, સમૂહ, ટીમ, દળ","એક ""___"" એ લોકો અથવા વસ્તુઓની સંખ્યા છે જે સ્થિત, એકત્રિત અથવા એકસાથે વર્ગીકૃત થયેલ છે. જવાબ: ""જૂથ""."
ml,talent,"કુશળતા, કૌશલ્ય, યોગ્યતા, ક્ષમતા, વિદ્યાધરતા","એક ""___"" એક કુદરતી યોગ્યતા અથવા કૌશલ્ય છે. જવાબ: ""તાલેન્ટ""."
ml,beauty,"સુંદરતા, રૂપ, શોભા, સૌંદર્ય, આકર્ષણ","""___"" એ એક લાક્ષણિકતા છે જે આનંદ અથવા સંતોષનો અનુભવ કરાવે છે. જવાબ: ""સુંદરતા""."
ml,platform,"મંચ, વેદિકા, સપાટી, સ્થળ, મેદાન","""એક """"___"""" કંઈક ટેકો આપવા અથવા ઉંચકવા માટે વપરાય છે. જવાબ: """"પ્લેટફોર્મ""""."""
ml,house,"ઘર, મકાન, ગૃહ, ભવન, બંગલો","એક ""___"" એવી જગ્યા છે જ્યાં લોકો રહે છે. જવાબ: ""ઘર""."
ml,sun,"સૂર્ય, દિવાકર, આદિત્ય, ભાનુ, રવિ","""___"" સૌરમંડળની મધ્યમાં આવેલો એક તારો છે જે પૃથ્વીને પ્રકાશ અને ગરમી પૂરી પાડે છે. જવાબ: ""સૂર્ય""."
ml,meeting,"બેઠક, સભા, સત્ર, સમાવેશ, સંમેલન","એક ""___"" એ લોકોનો કોઈ ચોક્કસ હેતુ માટેનો સમાવેશ છે, ઘણીવાર ચર્ચા અથવા નિર્ણય લેવા માટે. જવાબ: ""બેઠક""."
ml,history,"ઇતિહાસ, ચરિત્ર, પરંપરા, ઐતિહાસિક, અતીત","""માનવ બાબતોમાં ખાસ કરીને ભૂતકાળની ઘટનાઓનો અભ્યાસ"" તરીકે ""___"" જાણીતું છે. જવાબ: ""ઇતિહાસ""."
ml,valley,"ખીણ, નદીમુખ, ખાડો, નિમ્ણપ્રદેશ, ખાત","""___"" એ ટેકરીઓ અથવા પર્વતો વચ્ચે નીચાણવાળો વિસ્તાર છે, સામાન્ય રીતે તેના વચ્ચેથી એક નદી વહે છે. જવાબ: ""ખીણ""."
ml,square,"ચોરસ, વર્ગ, ચોરસાકાર, ચતુષ્કોણ, વર્ગાકાર","એક ""___"" ચાર સમાન બાજુઓ અને ચાર સમકોણ ધરાવતું આકાર છે. જવાબ: ""ચોરસ""."
ml,generation,"પેઢી, પીઢી, પંક્તિ, વંશ, અનુવંશ","""એક """"___"""" એ એવા તમામ લોકોને વર્ણવવા માટે વપરાતો શબ્દ છે જે લગભગ સમાન સમયે જન્મેલા અને જીવંત છે. જવાબ: """"પેઢી""""."""
ml,south,"દક્ષિણ, દક્ષિણદિશા, દક્ષિણાયન, અવનિ, દિશા","""દક્ષિણ"" એ ઉત્તરની વિરુદ્ધ દિશા છે. જવાબ: ""દક્ષિણ""."
ml,virtue,"ગુણ, નૈતિકતા, સાર, પુણ્ય, ધર્મ","એક ""___"" એ એક ગુણવત્તા છે જેને વ્યક્તિમાં નૈતિક રીતે સારું અથવા ઇચ્છનીય માનવામાં આવે છે. જવાબ: ""ગુણ""."
ml,tribe,"જાતિ, જનજાતિ, કબીલો, વંશ, સમુદાય","એક ""___"" એ પરંપરાગત સમાજમાં એક સામાજિક વિભાગ છે જેમાં સામાજિક, આર્થિક, ધાર્મિક અથવા લોહીના તારના કારણે જોડાયેલા પરિવારો અથવા સમુદાયોનો સમાવેશ થાય છે. જવાબ: ""જનજાતિ""."
ml,city,"શહેર, નગર, મહાનગર, નગરી, શહેરી","એક ""___"" એક મોટું માનવ વસાહત છે જ્યાં લોકો રહે છે અને કામ કરે છે. જવાબ: ""શહેર""."
ml,language,"ભાષા, બોલી, જુબાન, શબ્દ, વાણી","એક ""___"" વિચારો અને વિચારોને વ્યક્ત કરવા માટે વપરાય છે. જવાબ: ""ભાષા""."
ml,speed,"ગતિ, વેગ, ઝડપ, ચપળતા, ત્વરા","""એક """"___"""" વપરાય છે જેથી કોઈ વસ્તુ કેટલી ઝડપથી ગતિ કરી રહી છે તે મપાય. જવાબ: """"ઝડપ""""."""
ml,ground,"જમીન, ભૂમિ, ધરતી, જમા, ભૂઇં","એક """"___"""" એ જગ્યા છે જ્યાં અમે ચાલીએ છીએ અને ઘરો બાંધીએ છીએ. જવાબ: ""જમીન""."
ml,advance,"અગ્રગતિ, પ્રગતિ, પ્રગામી, આગળ, વિકાસ","""""___"""" એ આગળ વધતા જવા અથવા પ્રગતિ કરતા જવાનું વર્ણન કરવા માટે વપરાતો શબ્દ છે. જવાબ: ""અગ્રગતિ""."
ml,attempt,"પ્રયત્ન, પ્રયાસ, યત્ન, કોશિશ, ચેષ્ટા","""એક """"___"""" કંઈક હાંસલ કરવાના પ્રયત્નો કરવામાં આવે છે. જવાબ: """"પ્રયત્ન""""."
ml,defeat,"હાર, પરાજય, નિષ્ફળતા, અસફળતા, પરાભવ","""એક """"___"""" અનુભવવામાં આવે છે જ્યારે કોઈ સ્�પર્ધા અથવા યુદ્ધ ગુમાવે છે. જવાબ: """"હાર""""."""
ml,tail,"પૂછો, ડોક, લાંબો, પિચ્છ, પૂંછડી","એક ""___"" એ એક પ્રાણીના શરીરનો એક ભાગ છે જે કશેરૂકાના પાયામાંથી વિસ્તરે છે. જવાબ: ""પૂંછડી""."
ml,mother,"માતા, મા, આતા, જનની, મ્યાતા","""___"" એ એક સ્ત્રી છે જેણે બાળકને જન્મ આપ્યો છે. જવાબ: ""માતા""."
ml,east,"પૂર્વ, પૂર્વદિશા, ઉદય, પ્રાચી, પૂર્વભાગ","""દિશા """"___"""" પશ્ચિમની વિરોધી દિશા છે. જવાબ: """"પૂર્વ""""."
ml,return,"પરત, પુનઃપ્રાપ્તિ","""___"" ખરીદેલી વસ્તુ પાછી આપવા માટે વપરાય છે. જવાબ: ""રિટર્ન""."
ml,speech,"ભાષણ, વક્તવ્ય, ઉપદેશ, પ્રવચન, વાણી","""એક """"___"""" એક પ્રેક્ષકોને સંબોધિત કરવામાં આવેલ એક ઔપચારિક સંબોધન અથવા વક્તવ્ય છે. જવાબ: """"ભાષણ""""."""
ml,child,"બાળક, બાળ, સંતાન, પુત્ર, બચ્ચો","એક ""___"" એ પ્યુબર્ટીની ઉંમર કરતાં નીચેનો યુવાન માનવ છે. જવાબ: ""બાળક""."
ml,tower,"મિનારો, બુરજ, મહલ, અટારી, માળખું","""___"" એક ઊંચી રચના છે જેનો ઉપયોગ અવલોકન, સંદેશાવ્યવહાર, અથવા સંગ્રહ જેવા વિવિધ હેતુઓ માટે થઈ શકે છે. જવાબ: ""ટાવર""."
ml,hair,"વાળ, કેશ, લોમ, રોમ, કપાળ","એક ""___"" માણસો અને પ્રાણીઓના માથા પર જોવા મળે છે. જવાબ: ""વાળ""."
ml,household,"પરિવાર, ઘર, કુટુંબ, ઘરડો, સંસાર","એક ""___"" એ એક એવો શબ્દ છે જેનો ઉપયોગ રહેઠાણ એકમને વર્ણવવા માટે થાય છે જ્યાં લોકો રહે છે. જવાબ: ""ઘર""."
ml,person,"વ્યક્તિ, માણસ, મનુષ્ય, વ્યક્તિવિશેષ, પુરુષ","'એક ""___"" એક માનવીને એક વ્યક્તિ તરીકે જોવામાં આવે છે. જવાબ: ""વ્યક્તિ""."
ml,section,"વિભાગ, ભાગ, ખંડ, અધ્યાય, પ્રકરણ","એક ""___"" એ કંઈકનો એક અલગ ભાગ અથવા ઉપવિભાગ છે. જવાબ: ""વિભાગ""."
