lang,word_original,word_translation,blank_prompt_translation_masked
ml,sea,"കടൽ, സമുദ്രം, പെരുംകടൽ, വാരി, ജലധി","ഒരു ""___"" ഒരു സമുദ്രത്തേക്കാൾ ചെറിയ ഉപ്പുവെള്ളത്തിന്റെ വലിയ ഒരു ശരീരമാണ്. ഉത്തരം: ""കടൽ""."
ml,lake,"തടാകം, കുളം, സരസ്സ്, ജലാശയം, കായൽ","ഒരു ""___"" ഭൂമിയാൽ ചുറ്റപ്പെട്ട വെള്ളത്തിന്റെ വലിയ ഒരു പ്രദേശമാണ്. ഉത്തരം: ""തടാകം""."
ml,source,"ഉറവിടം, സ്രോതസ്സ്, ആധാരം, പ്രതിപാദ്യം, മൂലം","ഒരു ""___"" വിവരങ്ങൾ അല്ലെങ്കിൽ ഡേറ്റ നൽകുന്നതിനായി ഉപയോഗിക്കുന്നു. ഉത്തരം: ""സ്രോതസ്സ്""."
ml,fire,"തീ, അഗ്നി, ജ്വലനം, വാൽക്കരണം, അനലം","ഒരു ""___"" പാചകം ചെയ്യുന്നതിനും ചൂട് പ്രദാനം ചെയ്യുന്നതിനും ഉപയോഗിക്കുന്നു. ഉത്തരം: ""തീ""."
ml,point,"ബിന്ദു, സ്ഥാനം, കോണ്, പായിന്റ്, മുഖം","ഒരു ""___"" എന്നത് സ്ഥലത്തിലെ ഒരു നിര്ദ്ദിഷ്ട സ്ഥാനമാണ്. ഉത്തരം: ""പോയിന്റ്""."
ml,version,"പതിപ്പ്, വേര്ഷൻ, രൂപം, മോഡൽ, അവതരണം","ഒരു ""___"" എന്തെങ്കിലും ഒന്നിന്റെ വികാസത്തിലെ വ്യത്യസ്ത രൂപങ്ങളെയോ ഘട്ടങ്ങളെയോ സൂചിപ്പിക്കാൻ ഉപയോഗിക്കുന്നു. ഉത്തരം: ""പതിപ്പ്""."
ml,ball,"പന്ത്, ഗോളം, ഉരുണ്ട, ഗോളകം","ഒരു ""___"" ഫുട്ബോൾ, ബാസ്കറ്റ്ബോൾ തുടങ്ങിയ കായിക വിനോദങ്ങൾ കളിക്കാൻ ഉപയോഗിക്കുന്നു. ഉത്തരം: ""പന്ത്""."
ml,painting,"ചിത്രം, എഴുത്ത്, വര, തോറ്റം, രചന","ഒരു ""___"" ഒരു ചുമർചിത്രമാണ്. ഉത്തരം: ""പെയിന്റിംഗ്""."
ml,station,"സ്റ്റേഷൻ, നിലയം, സ്ഥലം, ഇടം, കേന്ദ്രം","ഒരു ""___"" എന്നത് യാത്രക്കാർക്ക് കയറാനോ ഇറങ്ങാനോ സാധിക്കുന്നതിനായി തീവണ്ടികളോ ബസുകളോ സാധാരണയായി നിർത്തുന്ന ഒരു സ്ഥലമാണ്. ഉത്തരം: ""സ്റ്റേഷൻ""."
ml,rice,"അരി, ചോറ്, നെല്ല്, പച്ചരി, ധാന്യം","ഒരു ""___"" പാചകത്തിൽ സാധാരണയായി ഉപയോഗിക്കുന്ന ധാന്യമാണ്, നിരവധി രാജ്യങ്ങളിൽ ഇത് ഒരു പ്രധാന ഭക്ഷ്യവിഭവമാണ്. ഉത്തരം: ""അരി""."
ml,red,"ചുവപ്പ്, രക്ത, രോഷ, തിക്തം, രാക്തം","ഒരു ""___"" പ്രേമവും ആവേശവുമായി പലപ്പോഴും ബന്ധപ്പെട്ടിരിക്കുന്ന ഒരു നിറമാണ്. ഉത്തരം: ""ചുവപ്പ്""."
ml,line,"രേഖ, വര, പങ്ക്, കോട്, നിര","ഒരു ""___"" എന്നത് ഒരു പേന, പെൻസിൽ, അല്ലെങ്കിൽ ബ്രഷ് ഉപയോഗിച്ച് ഉണ്ടാക്കിയ ഒരു ഇടുങ്ങിയ തുടർച്ചയായ അടയാളമാണ്. ഉത്തരം: ""വര""."
ml,net,"വല, ജാലം, വലയം, ജാലകം, നെറ്റ്","ഒരു ""___"" വോളിബോൾ, ടെന്നീസ് തുടങ്ങിയ കായിക വിനോദങ്ങളിൽ കളിസ്ഥലം വിഭജിക്കാൻ ഉപയോഗിക്കുന്നു. ഉത്തരം: ""നെറ്റ്""."
ml,flower,"പൂവ്, പുഷ്പം, നറ്റം, പൊക്കം, ആരം","ഒരു ""___"" പലപ്പോഴും സമ്മാനമായി നൽകുകയും പൂന്തോട്ടങ്ങളിൽ കണ്ടെത്താനാകുകയും ചെയ്യുന്നു. ഉത്തരം: ""പൂവ്""."
ml,tea,"ചായ, തേയില, കപ്പ്, പാനിയം, മധുരപാനിയം","ഒരു ""___"" വിശ്രമത്തിനോ ചൂടിനോ വേണ്ടി പലപ്പോഴും കഴിക്കുന്ന ഒരു പാനീയമാണ്. ഉത്തരം: ""ടീ""."
ml,foot,"കാൽ, പാദം, പാദസം, അടി, ചരണം","നടത്തത്തിനും ഓട്ടത്തിനും ഒരു ""___"" ഉപയോഗിക്കുന്നു. ഉത്തരം: ""കാൽ""."
ml,gold,"സ്വർണ്ണം, പൊന്ന്, സോനാ, കനകം, പസിയോൻ","ഒരു ""___"" ആഭരണങ്ങളിൽ പലപ്പോഴും ഉപയോഗിക്കുന്ന ഒരു വിലയേറിയ ലോഹമാണ്. ഉത്തരം: ""സ്വർണ്ണം""."
ml,door,"വാതിൽ, കവാടം, ജാലകം, പടിപ്പുര, പ്രവേശനകവാടം","ഒരു മുറിയിൽ പ്രവേശിക്കുന്നതിനോ പുറത്തുപോകുന്നതിനോ ഒരു """"___"""" ഉപയോഗിക്കുന്നു. ഉത്തരം: ""വാതിൽ""."
ml,snow,"മഞ്ഞ്, തുഷാരം, ഹിമം, അരുവി, മണിമഞ്ഞ്","ഒരു ""___"" ശൈത്യകാലത്ത് ആകാശത്തുനിന്നും വീഴുന്ന മഴയുടെ ഒരു രൂപമാണ്. ഉത്തരം: ""മഞ്ഞ്""."
ml,horse,"കുതിര, കുതിരപ്പക്ഷി, അശ്വം, വാഹനം, കൂടാരം","ഒരു ""___"" നാല് കാലുകളുള്ള ഒരു വലിയ വളർത്തുമൃഗമാണ്, സാധാരണയായി സവാരി ചെയ്യാനും മത്സരത്തിനും ഉപയോഗിക്കുന്നു. ഉത്തരം: ""കുതിര""."
ml,one,"ഒന്ന്, ഏകം, ഒരു, ഏക, തനി","ഒരു ""___"" പൂജ്യത്തിനും രണ്ടിനും ഇടയിൽ വരുന്ന ഒരു സംഖ്യയാണ്. ഉത്തരം: ""ഒന്ന്""."
ml,two,"രണ്ട്, ഇരണ്ട്, ദ്വി, ജോടി","സംഖ്യ ""___"" എന്നത് ഒന്ന് പ്ലസ് ഒന്നിന്റെ തുകയാണ്. ഉത്തരം: ""രണ്ട്""."
ml,three,"മൂന്ന്, ത്രയം, മുച്ചായം, തിനാൽ","രണ്ടിന് ശേഷം വരുന്ന സംഖ്യ ""___"" ആണ്. ഉത്തരം: ""മൂന്ന്""."
ml,four,"നാല്, ചതുര്, ചതുരം, നാലുക, ചതുര്ന്നം","സംഖ്യ ""___"" മൂന്നിന് ശേഷം വരുന്ന പൂർണ്ണസംഖ്യയാണ്. ഉത്തരം: ""നാല്""."
ml,five,"അഞ്ച്, പഞ്ച, പാഞ്ച്","നാലിന് ശേഷം വരുന്ന സംഖ്യ ""___"" ആണ്. ഉത്തരം: ""അഞ്ച്""."
ml,six,ആറ്,"അഞ്ചിന് ശേഷം വരുന്ന സംഖ്യ ""___"" ആണ്. ഉത്തരം: ""ആറ്""."
ml,seven,"ഏഴ്, സപ്തം","എണ് ""___"" ആറിന് ശേഷം വരുന്നു. ഉത്തരം: ""ഏഴ്""."
ml,eight,"എട്ട്, അഷ്ട","ഏഴിന് ശേഷം വരുന്ന സംഖ്യ ""___"" ആണ്. ഉത്തരം: ""എട്ട്""."
ml,nine,"ഒമ്പത്, നവം, നയം, നവമം, നവംഗം","എട്ടിന് ശേഷം വരുന്ന സംഖ്യ ""___"" ആണ്. ഉത്തരം: ""ഒമ്പത്""."
ml,ten,"പത്ത്, ദശ, ദശകം","ഒമ്പതിന് ശേഷം വരുന്ന സംഖ്യ ""___"" ആണ്. ഉത്തരം: ""പത്ത്""."
ml,head,"തല, ശിരസ്സ്, മുഖം, മേൽഭാഗം, മുന്നിൽ","ഒരു ""___"" തലച്ചോറ്, കണ്ണുകൾ, ചെവികൾ, മൂക്ക്, വായ എന്നിവയുടെ ഭാഗമായ ശരീരത്തിന്റെ ഭാഗമാണ്. ഉത്തരം: ""തല""."
ml,shop,"കട, സ്റ്റോർ, പലിശ, വിലപ്പകട, അങ്ങാടി","ഒരു ""___"" എന്നത് സാധനങ്ങൾ അല്ലെങ്കിൽ സേവനങ്ങൾ വാങ്ങാൻ കഴിയുന്ന ഒരു സ്ഥലമാണ്. ഉത്തരം: ""കട""."
ml,strip,"പട്ട, വര, പാട്ട, തീപ്പട്ട, നാട","ഒരു ""___"" ഒരു നിശ്ചിത വസ്തുവിന്റെ ഒരു ദീർഘവും ഇടുങ്ങിയതുമായ ഭാഗമാണ്. ഉത്തരം: ""സ്ട്രിപ്പ്""."
ml,street,"തെരുവ്, വഴി, റോഡ്, പാത, നഗരം","ഒരു ""___"" ഒരു നഗരം, പട്ടണം, അല്ലെങ്കിൽ ഗ്രാമത്തിലെ ഒരു പൊതു റോഡാണ്. ഉത്തരം: ""തെരുവ്""."
ml,part,"ഭാഗം, ഘടകം, അംശം, അവയവം, പങ്ക്","ഒരു ""ഭാഗം"" മുഴുവൻ ഉണ്ടാക്കാൻ ഉപയോഗിക്കുന്നു. ഉത്തരം: ""ഭാഗം""."
ml,eye,"കണ്ണ്, നേത്രം, അക്ഷി, ചക്ഷു, പീലി","ഒരു ""___"" നമ്മൾ ചുറ്റും എല്ലാം കാണാൻ ഉപയോഗിക്കുന്നു. ഉത്തരം: ""കണ്ണ്""."
ml,field,"മൈതാനം, പാടം, സ്ഥലം, പ്രദേശം, തിട്ടം","ഒരു ""___"" പാടങ്ങൾ നട്ടുവളർത്തുന്ന തുറന്ന ഭൂമിയുടെ വിശാലമായ പ്രദേശമാണ്. ഉത്തരം: ""ഫീൽഡ്""."
ml,site,"സ്ഥലം, സൈറ്റ്, വെബ്സൈറ്റ്, സ്ഥാനം, ലൊക്കേഷൻ","ഒരു ""___"" എന്നത് ഒന്ന് ഉണ്ടായിരുന്നു, ഉണ്ടാകുന്നു, അല്ലെങ്കിൽ നിർമ്മിക്കപ്പെടുമെന്ന് പ്രതീക്ഷിക്കുന്ന സ്ഥലമാണ്. ഉത്തരം: ""സൈറ്റ്""."
ml,dance,"നൃത്തം, താളം, ചുവട്, ആട്ടം, തുള്ളല്","ഒരു ""___"" എന്നത് ശരീരത്തിന്റെ ചലനത്തെ ഉൾപ്പെടുത്തുന്ന കലയുടെ ഒരു രൂപമാണ്, സാധാരണയായി ലയബദ്ധവും സംഗീതത്തിനൊപ്പവുമാണ്. ഉത്തരം: ""നൃത്തം""."
ml,word,"വാക്ക്, പദം, ശബ്ദം, പ്രയോഗം, വ്യവഹാരം","ഒരു ""___"" എന്നത് വ്യക്തമായ അർത്ഥമുള്ള മൂലകമാണെന്ന്, മറ്റുള്ളവയോടൊപ്പം ഒരു വാക്യം നിർമ്മിക്കാൻ ഉപയോഗിക്കുന്നു. ഉത്തരം: ""വാക്ക്""."
ml,pair,"ജോടി, കൂട്ടം, ദംപതി, യുഗ്മം","ഒരു ""___"" എന്നത് ഒരുമിച്ച് ഉപയോഗിക്കുന്ന രണ്ട് കാര്യങ്ങളുടെ ഒരു സെറ്റാണ്. ഉത്തരം: ""ജോടി""."
ml,seat,"ഇരിപ്പിടം, ആസനം, സ്ഥാനം, സീറ്റ്","ഒരു ""___"" ഇരിക്കാനും വിശ്രമിക്കാനും ഉപയോഗിക്കുന്നു. ഉത്തരം: ""ഇരിപ്പിടം""."
ml,light,"പ്രകാശം, വെളിച്ചം, തീപ്പൊള്ള, ദീപം, ജ്വാല","ഇരുട്ടത്തെ പ്രകാശിപ്പിക്കാൻ ഒരു ""___"" ഉപയോഗിക്കുന്നു. ഉത്തരം: ""ലൈറ്റ്""."
ml,thousand,"ആയിരം, സഹസ്രം, വെള്ളുവീതി, അയുതം, സഹസ്രാംശു","ഒരു ""___"" എന്നത് ഒൻപത് നൂറ്റി തൊണ്ണൂറ്റി ഒൻപതിനു ശേഷം വരുന്ന ഒരു സംഖ്യാ വിലുവാണ്. ഉത്തരം: ""ആയിരം""."
ml,north,"വടക്ക്, ഉത്തരം","അത് """"വടക്ക്"""" എന്നത് തണുപ്പും ധ്രുവ പ്രദേശങ്ങളുമായി പലപ്പോഴും ബന്ധപ്പെട്ടിരിക്കുന്ന ഒരു പ്രധാന ദിശയാണ്. ഉത്തരം: ""വടക്ക്""."
ml,machine,"യന്ത്രം, മെഷീൻ, ഉപകരണം, വസ്തു, സംവിധാനം","ഒരു ""___"" ഒരു നിശ്ചിത ജോലി ചെയ്യാൻ അല്ലെങ്കിൽ എന്തെങ്കിലും ഉത്പാദിപ്പിക്കാൻ ഉപയോഗിക്കുന്നു. ഉത്തരം: ""യന്ത്രം""."
ml,time,"സമയം, കാലം, നേരം, തിരിവ്, അവസരം","ഒരു ""ക്ലോക്ക്"" ഉപയോഗിച്ച് ""___"" അളക്കാൻ ഉപയോഗിക്കുന്നു. ഉത്തരം: ""സമയം""."
ml,benefit,"പ്രയോജനം, ഗുണം, ലാഭം, അനുകൂലം, ഫലം","ഒരു ""___"" എന്നത് ആരോഗ്യത്തെ പ്രോത്സാഹിപ്പിക്കുകയോ മെച്ചപ്പെടുത്തുകയോ ചെയ്യുന്ന എന്തെങ്കിലുമാണ്. ഉത്തരം: ""പ്രയോജനം""."
ml,position,"സ്ഥാനം, സ്ഥാനി, അവസ്ഥ, നില, സ്ഥിതി","ഒരു ""___"" എന്നത് ഒരാൾ അല്ലെങ്കിൽ എന്തെങ്കിലും സ്ഥിതിചെയ്യുന്ന അല്ലെങ്കിൽ വയ്ക്കപ്പെട്ടിരിക്കുന്ന സ്ഥലമാണ്. ഉത്തരം: ""സ്ഥാനം""."
ml,province,"പ്രവിശ്യ, പ്രദേശം, രാജ്യം, നാട്, ദേശം","ഒരു ""___"" നിര്ദ്ദിഷ്ട രാജ്യങ്ങളുടെയോ സാമ്രാജ്യങ്ങളുടെയോ പ്രധാന ഭരണ വിഭാഗമാണ്. ഉത്തരം: ""പ്രവിശ്യ""."
ml,exchange,"കൈമാറ്റം, വിനിമയം, പരിവർത്തനം, മാറ്റം, രസീത്","ഒരു ""___"" എന്നത് സ്റ്റോക്കുകൾ, ബോണ്ടുകൾ, അല്ലെങ്കിൽ മറ്റ് സെക്യൂരിറ്റികൾ വാങ്ങുന്നതിനോ വിറക്കുന്നതിനോ ഉള്ള ഒരു സ്ഥലമാണ്. ഉത്തരം: ""എക്സ്ചേഞ്ച്""."
ml,middle,"മദ്ധ്യ, നടുക്ക്, ഇടയിൽ, മധ്യഭാഗം, മദ്ധ്യഭാഗം","ഏതെങ്കിലും ഒരു കാര്യത്തിന്റെ വശങ്ങളോ പുറം അതിർത്തികളോ അപേക്ഷിച്ച് തുല്യദൂരത്തിൽ കിടക്കുന്ന ബിന്ദുവാണ് ""___"". ഉത്തരം: ""മധ്യം""."
ml,friend,"സുഹൃത്ത്, ഉറ്റസുഹൃത്ത്, മിത്രം, സ്നേഹിതൻ","ഒരു ""___"" എന്നത് നിങ്ങൾ അടുത്ത വ്യക്തിപരമായ ബന്ധം പങ്കിടുന്ന ആരെങ്കിലും ആണ്. ഉത്തരം: ""സുഹൃത്ത്""."
ml,color,"നിറം, വർണ്ണം, ചായ, തിളക്കം, രംഗ്","ഒരു ""___"" വസ്തുക്കളുടെ രൂപം തിരിച്ചറിയാൻ അല്ലെങ്കിൽ വിവരിക്കാൻ ഉപയോഗിക്കുന്നു. ഉത്തരം: ""നിറം""."
ml,kind,"ദയ, സ്നേഹം, ജാഗ്രത, സൌഹൃദം, കരുണ","ഒരു ""___"" എന്നത് ഏതെങ്കിലും ഒരു വിഭാഗമോ തരമോ ആണ്. ഉത്തരം: ""തരം""."
ml,judge,"വിചാരകൻ, ന്യായാധിപൻ, മൊഴിമാറ്റം, വിലക്ക്, തീര്പ്പാകുന്നവൻ","ഒരു ""___"" എന്നത് ഒരു കോടതി വിചാരണകളുടെ മേൽനോട്ടം വഹിക്കുന്ന ഒരാളാണ്, ഒറ്റയ്ക്കോ ജഡ്ജിമാരുടെ ഒരു പാനലിന്റെ ഭാഗമായിരിക്കുന്നു. ഉത്തരം: ""ജഡ്ജ്""."
ml,school,"സ്കൂൾ, വിദ്യാലയം, പാഠശാല, വിദ്യാപീഠം","ഒരു ""___"" വിദ്യാർത്ഥികൾ പഠിക്കാൻ പോകുന്ന ഒരു സ്ഥലമാണ്. ഉത്തരം: ""സ്കൂൾ""."
ml,structure,"ഘടന, കാലിക, താങ്ങ്, ഫ്രെയിം, കെട്ടിപ്പടുക്കൽ","ഒരു ""___"" ഒരു നിർദ്ദിഷ്ട ഉദ്ദേശ്യമോ പ്രവർത്തനമോ ഉള്ള ഒരു നിർമ്മിതിയാണ്. ഉത്തരം: ""ഘടന""."
ml,tie,"ബന്ധം, കയർ, നൂൽ, താള്, ബന്ധനം","ഒരു ""ടൈ"" ഔപചാരിക വേഷത്തിന്റെ ഭാഗമായി കഴുത്തിൽ ധരിക്കുന്നു."
ml,example,"ഉദാഹരണം, ദൃഷ്ടാന്തം, മാതൃക, തെളിവ്, സാക്ഷ്യം","ഒരു ""ഉദാഹരണം"" ഒരു പോയിന്റ് അല്ലെങ്കിൽ സങ്കല്പം വിശദീകരിക്കാൻ ഉപയോഗിക്കുന്നു. ഉത്തരം: ""ഉദാഹരണം""."
ml,face,"മുഖം, മുഖത്ത്, മുഖപടം, വദനം, മുഖദർശനം","ഒരു ""___"" മുഖത്തിന്റെ മുന്നിലെ ഭാഗമാണ്, നെറ്റി, കണ്ണുകൾ, മൂക്ക്, വായ എന്നിവ ഉൾപ്പെടെ. ഉത്തരം: ""മുഖം""."
ml,bridge,"പാലം, സേതു, പൊന്ത്, വിതാനം","ഒരു ""___"" നദികൾ അല്ലെങ്കിൽ റോഡുകൾ പോലുള്ള തടസ്സങ്ങളാൽ വേർപെടുത്തിയിരിക്കുന്ന രണ്ട് പ്രദേശങ്ങളെ ബന്ധിപ്പിക്കാൻ ഉപയോഗിക്കുന്നു. ഉത്തരം: ""പാലം""."
ml,item,"വസ്തു, വിഭവം, പൊരുൾ, ലേഖം, പദാർത്ഥം","ഒരു ""___"" എന്നത് നിർദ്ദിഷ്ടമല്ലാത്തതോ തിരിച്ചറിയപ്പെടാത്തതോ ആയ ഒരു കാര്യമാണ്. ഉത്തരം: ""ഇനം""."
ml,delete,"ഇല്ലാതാക്കുക, മായ്ക്കുക, നീക്കംചെയ്യുക, കളയുക","ഒരു ""___"" വാക്കുകൾ അല്ലെങ്കിൽ വിവരങ്ങൾ നീക്കം ചെയ്യാൻ ഉപയോഗിക്കുന്നു. ഉത്തരം: ""ഇല്ലാതാക്കുക""."
ml,group,"സംഘം, സമൂഹം, കൂട്ടം, ടീം","ഒരു ""___"" എന്നത് ഒരുമിച്ച് സ്ഥിതി ചെയ്യുന്ന, ശേഖരിക്കുന്ന, അല്ലെങ്കിൽ ഒരുമിച്ച് തരംതിരിക്കുന്ന ആളുകളുടെയോ കാര്യങ്ങളുടെയോ ഒരു എണ്ണമാണ്. ഉത്തരം: ""ഗ്രൂപ്പ്""."
ml,talent,"പ്രതിഭ, കഴിവ്, കൈപ്പുണ്യം, സാമർത്ഥ്യം, വൈദഗ്ദ്ധ്യം","ഒരു ""___"" ഒരു സ്വാഭാവിക പ്രവണതയോ കഴിവോ ആണ്. ഉത്തരം: ""പ്രതിഭ""."
